광역시도,자치구,연도,재활용총량_발생량,재활용총량_재활용량,생활폐기물재활용통계_발생량,생활폐기물재활용통계_재활용량,음식물폐기물_발생량,음식물폐기물_재활용량,사업장배출시설계_발생량,사업장배출시설계_재활용량,건설폐기물_발생량,건설폐기물_재활용량,지정폐기물_발생량,지정폐기물_재활용량
서울시,서대문구,2013,916.6,801.9,173.7,71.1,88.7,88.7,16.2,15.1,638.0,627.0,11.5,1.8
서울시,서대문구,2014,1024.0,911.3,220.7,119.0,91.0,91.0,16.0,15.0,696.3,686.3,11.9,1.4
서울시,서대문구,2015,1108.4,982.6,218.8,119.7,82.7,82.7,15.8,14.8,791.1,765.4,13.9,1.4
서울시,서대문구,2016,1255.5,1124.0,218.6,115.0,79.8,79.8,15.9,14.9,941.2,914.3,16.3,1.4
서울시,서대문구,2017,1428.7,1301.4,221.4,103.3,76.9,76.9,,,1130.4,1121.2,16.2,1.0
서울시,서대문구,2018,1198.7,1076.7,212.2,103.2,73.1,73.1,,,913.4,900.4,17.6,1.0
서울시,서대문구,2019,1587.9,1489.6,169.0,75.4,71.1,71.1,10.5,10.4,1337.3,1332.7,17.0,1.1
서울시,서초구,2000,,1978.0,,199.0,,,,,,1779.0,,
서울시,서초구,2001,,2197.0,,232.0,,,,,,1965.0,,
서울시,서초구,2002,,2813.0,,224.0,,,,,,2589.0,,
서울시,서초구,2003,,2756.0,,189.0,,,,,,2567.0,,
서울시,서초구,2004,,1996.0,,49.0,,128.0,,,,1820.0,,4.0
서울시,서초구,2005,,1453.0,,39.0,,161.0,,,,1253.0,,3.0
서울시,서초구,2006,,2965.0,,186.0,,173.0,,5.0,,2601.0,,2.0
서울시,서초구,2007,,2647.0,,166.0,,196.0,,,,2285.0,,4.0
서울시,서초구,2008,,2014.0,,186.0,,194.0,,,,1634.0,,3.0
서울시,서초구,2009,,1280.0,,215.0,,193.0,,,,872.0,,3.0
서울시,서초구,2010,1467.7,1226.2,404.8,208.7,184.3,184.3,,,878.6,833.2,15.2,2.3
서울시,서초구,2011,1828.9,1566.9,398.8,208.8,189.2,189.2,,,1240.9,1168.9,13.5,1.8
서울시,서초구,2012,1745.2,1439.9,386.5,208.6,191.6,191.6,,,1167.1,1039.7,16.4,4.6
서울시,서초구,2013,2225.7,1997.2,359.2,197.4,193.1,193.1,,,1673.4,1606.7,19.6,5.8
서울시,서초구,2014,2234.9,2027.0,358.7,191.9,187.6,187.6,,,1688.6,1647.5,22.8,7.7
서울시,서초구,2015,2806.9,2621.5,356.3,196.3,206.0,206.0,,,2244.6,2219.2,22.8,7.3
서울시,서초구,2016,1876.1,1662.0,387.7,213.7,182.4,182.4,,,1306.0,1265.9,21.6,6.8
서울시,서초구,2017,2688.4,2477.6,392.7,226.1,179.0,179.0,,,2116.7,2072.5,24.7,6.8
서울시,서초구,2018,2834.1,2603.0,388.0,215.6,175.7,175.7,,,2270.4,2211.7,25.6,8.3
서울시,서초구,2019,3772.1,3557.7,318.1,113.0,180.2,180.2,,,3273.8,3264.5,29.6,9.1
서울시,성동구,2000,,637.0,,114.0,,,,33.0,,490.0,,
서울시,성동구,2001,,619.0,,143.0,,,,33.0,,444.0,,
서울시,성동구,2002,,1162.0,,172.0,,,,166.0,,824.0,,
서울시,성동구,2003,,1236.0,,203.0,,,,297.0,,737.0,,
서울시,성동구,2004,,882.0,,96.0,,74.0,,267.0,,445.0,,6.0
서울시,성동구,2005,,1160.0,,87.0,,83.0,,279.0,,711.0,,5.0
서울시,성동구,2006,,1400.0,,95.0,,85.0,,221.0,,999.0,,6.0
서울시,성동구,2007,,1452.0,,97.0,,86.0,,358.0,,911.0,,4.0
서울시,성동구,2008,,1894.0,,95.0,,85.0,,366.0,,1348.0,,11.0
서울시,성동구,2009,,3200.0,,116.0,,85.0,,482.0,,2516.0,,10.0
서울시,성동구,2010,2971.5,2828.6,196.9,92.1,85.1,85.1,652.0,626.5,2037.5,2024.9,17.7,8.2
서울시,성동구,2011,2159.8,1607.7,196.0,87.5,94.2,94.2,420.3,1.3,1449.3,1424.7,7.4,2.2
서울시,성동구,2012,2513.3,1609.7,181.1,86.6,86.5,86.5,422.4,1.5,1823.3,1435.1,13.1,4.2
서울시,성동구,2013,2468.9,1984.9,175.1,86.8,86.7,86.7,5.9,,2201.2,1811.4,11.2,4.3
서울시,성동구,2014,2700.2,1898.6,174.4,85.7,79.7,79.7,563.2,274.0,1882.9,1459.2,16.0,6.6
서울시,성동구,2015,3427.8,2594.8,167.6,87.2,91.8,91.8,575.5,271.0,2592.9,2144.8,12.1,5.6
서울시,성동구,2016,2254.7,1667.4,170.0,88.8,87.8,87.8,43.4,10.4,1953.5,1480.4,12.3,5.4
서울시,성동구,2017,2139.9,1533.6,170.0,81.9,85.7,85.7,50.1,19.4,1834.1,1346.6,13.3,6.0
서울시,성동구,2018,2028.9,1486.0,185.8,94.7,84.2,84.2,51.2,16.3,1707.7,1290.8,12.7,5.5
서울시,성동구,2019,2168.3,1436.1,222.5,130.8,80.6,80.6,382.7,34.1,1482.5,1190.6,12.9,6.0
서울시,성북구,2000,,1107.0,,196.0,,,,,,911.0,,
서울시,성북구,2001,,713.0,,257.0,,,,,,456.0,,
서울시,성북구,2002,,637.0,,214.0,,,,,,422.0,,
서울시,성북구,2003,,478.0,,204.0,,,,,,274.0,,
서울시,성북구,2004,,1476.0,,152.0,,65.0,,,,1260.0,,2.0
서울시,성북구,2005,,1164.0,,156.0,,90.0,,,,918.0,,2.0
서울시,성북구,2006,,1384.0,,182.0,,97.0,,3.0,,1103.0,,5.0
서울시,성북구,2007,,1642.0,,180.0,,105.0,,1.0,,1356.0,,2.0
서울시,성북구,2008,,2023.0,,182.0,,102.0,,7.0,,1732.0,,2.0
서울시,성북구,2009,,1086.0,,177.0,,104.0,,,,804.0,,2.0
서울시,성북구,2010,1168.7,1015.1,259.7,142.3,98.1,98.1,,,810.9,774.7,6.2,2.1
서울시,성북구,2011,1009.8,869.6,190.2,66.6,107.3,107.3,,,712.3,695.7,19.6,7.4
서울시,성북구,2012,817.3,678.1,195.1,67.1,105.5,105.5,,,516.7,505.5,8.1,2.0
서울시,성북구,2013,1040.9,916.6,169.9,52.6,105.0,105.0,,,766.0,759.0,8.8,2.0
서울시,성북구,2014,1117.6,994.2,257.2,136.2,109.4,109.4,,,751.0,748.6,8.2,2.1
서울시,성북구,2015,1237.4,1120.3,252.3,141.7,106.9,106.9,,,878.2,871.7,9.0,2.1
서울시,성북구,2016,1664.5,1552.9,255.1,150.6,103.2,103.2,,,1306.2,1299.1,9.7,1.8
서울시,성북구,2017,1163.9,1050.7,250.1,142.6,95.4,95.4,,,818.4,812.7,8.5,1.6
서울시,성북구,2018,2388.7,2235.7,254.5,155.8,94.0,94.0,,,2040.2,1985.9,9.9,1.5
서울시,성북구,2019,1345.4,1246.2,277.5,181.8,93.8,93.8,3.4,2.7,970.7,967.9,9.2,1.4
서울시,송파구,2000,,649.0,,409.0,,,,29.0,,211.0,,
서울시,송파구,2001,,2109.0,,453.0,,,,35.0,,1622.0,,
서울시,송파구,2002,,2300.0,,462.0,,,,35.0,,1803.0,,
서울시,송파구,2003,,2881.0,,546.0,,,,38.0,,2297.0,,
서울시,송파구,2004,,2965.0,,340.0,,225.0,,34.0,,2367.0,,5.0
서울시,송파구,2005,,2842.0,,341.0,,292.0,,34.0,,2175.0,,4.0
서울시,송파구,2006,,3706.0,,398.0,,289.0,,51.0,,2968.0,,6.0
서울시,송파구,2007,,2560.0,,426.0,,283.0,,37.0,,1814.0,,6.0
서울시,송파구,2008,,2183.0,,398.0,,298.0,,12.0,,1475.0,,9.0
서울시,송파구,2009,,3426.0,,262.0,,322.0,,1549.0,,1293.0,,11.0
서울시,송파구,2010,1902.5,1666.6,451.8,263.6,281.5,281.5,143.1,109.7,1026.1,1011.8,22.6,9.1
서울시,송파구,2011,2443.8,2027.4,466.0,246.2,285.5,285.5,97.4,84.2,1594.9,1411.5,15.6,2.6
서울시,송파구,2012,2543.2,2246.7,420.9,244.2,223.3,223.3,96.9,85.9,1802.1,1693.3,30.4,12.9
서울시,송파구,2013,2146.5,1864.6,413.0,238.9,186.8,186.8,96.9,85.9,1449.8,1353.0,34.4,14.1
서울시,송파구,2014,2232.1,1966.2,370.8,176.2,184.7,184.7,45.4,43.2,1631.2,1562.1,28.8,10.5
서울시,송파구,2015,4142.2,3853.2,354.7,176.6,221.0,221.0,23.6,6.1,3542.9,3449.5,27.9,8.6
서울시,송파구,2016,3334.4,3025.7,362.6,191.6,207.1,207.1,75.1,68.3,2689.6,2558.7,32.4,11.1
서울시,송파구,2017,3909.9,3625.5,361.6,181.7,188.7,188.7,69.0,61.2,3290.6,3193.9,28.4,7.3
서울시,송파구,2018,2915.1,2615.7,394.1,199.2,217.7,217.7,88.1,78.8,2215.2,2120.0,29.1,6.4
서울시,송파구,2019,2324.8,2035.2,581.5,378.1,226.7,226.7,89.5,75.6,1427.1,1354.8,28.3,6.0
서울시,양천구,2000,,850.0,,249.0,,,,,,601.0,,
서울시,양천구,2001,,1474.0,,329.0,,,,,,1145.0,,
서울시,양천구,2002,,1012.0,,254.0,,,,,,758.0,,
서울시,양천구,2003,,810.0,,254.0,,,,,,556.0,,
서울시,양천구,2004,,729.0,,192.0,,123.0,,,,414.0,,2.0
서울시,양천구,2005,,662.0,,183.0,,126.0,,,,353.0,,2.0
서울시,양천구,2006,,602.0,,186.0,,132.0,,,,284.0,,0.0
서울시,양천구,2007,,1069.0,,341.0,,141.0,,,,587.0,,0.0
서울시,양천구,2008,,1005.0,,186.0,,153.0,,5.0,,661.0,,2.0
서울시,양천구,2009,,1179.0,,205.0,,159.0,,5.0,,811.0,,1.0
서울시,양천구,2010,958.6,863.6,123.3,66.7,154.1,154.1,,,681.2,642.8,3.6,0.8
서울시,양천구,2011,1297.9,1149.2,124.2,50.9,133.2,133.2,57.1,,983.4,965.1,9.9,5.0
서울시,양천구,2012,744.1,609.9,141.0,39.7,133.5,133.5,18.6,2.9,451.0,433.8,21.6,0.5
서울시,양천구,2013,1328.7,1169.5,138.0,41.0,138.1,138.1,19.0,2.8,1033.6,987.6,18.6,1.5
서울시,양천구,2014,995.2,795.3,228.5,111.3,119.4,119.4,61.8,2.7,585.5,561.9,17.0,1.8
서울시,양천구,2015,1025.1,834.0,205.3,105.3,117.2,117.2,69.0,2.7,633.6,608.8,18.1,1.8
서울시,양천구,2016,1312.3,1149.5,176.1,75.6,111.8,111.8,58.5,2.7,965.9,959.4,33.7,1.8
서울시,양천구,2017,1193.6,1035.2,187.0,85.8,108.4,108.4,56.1,2.5,842.1,838.5,16.7,1.8
서울시,양천구,2018,1063.1,907.3,192.8,95.1,104.9,104.9,42.7,1.2,722.7,706.1,20.5,1.9
서울시,양천구,2019,1089.9,922.3,243.2,123.9,97.6,97.6,40.6,0.6,708.5,700.2,17.8,1.6
서울시,영등포구,2000,,860.0,,215.0,,,,52.0,,593.0,,
서울시,영등포구,2001,,1837.0,,226.0,,,,68.0,,1543.0,,
서울시,영등포구,2002,,1529.0,,252.0,,,,75.0,,1202.0,,
서울시,영등포구,2003,,1912.0,,273.0,,,,54.0,,1586.0,,
서울시,영등포구,2004,,2086.0,,205.0,,113.0,,61.0,,1708.0,,5.0
서울시,영등포구,2005,,1576.0,,164.0,,181.0,,39.0,,1192.0,,5.0
서울시,영등포구,2006,,1360.0,,202.0,,191.0,,99.0,,868.0,,4.0
서울시,영등포구,2007,,1725.0,,164.0,,197.0,,30.0,,1334.0,,11.0
서울시,영등포구,2008,,1558.0,,202.0,,210.0,,34.0,,1112.0,,4.0
서울시,영등포구,2009,,1908.0,,200.0,,207.0,,23.0,,1479.0,,5.0
서울시,영등포구,2010,1657.2,1490.6,334.1,215.1,207.0,207.0,25.3,25.3,1090.8,1043.2,15.9,6.5
서울시,영등포구,2011,1658.2,1442.2,158.7,20.0,207.3,207.3,12.0,5.4,1280.2,1209.5,7.5,0.8
서울시,영등포구,2012,1801.0,1609.0,204.0,47.3,199.2,199.2,,,1397.8,1362.5,15.8,3.6
서울시,영등포구,2013,1319.8,1129.6,165.0,22.9,140.8,140.8,12.6,6.7,1001.4,959.2,14.5,3.3
서울시,영등포구,2014,1674.8,1468.2,219.0,59.1,137.1,137.1,93.8,71.5,1224.9,1200.5,4.7,0.2
서울시,영등포구,2015,1276.6,1081.0,229.2,88.3,160.7,160.7,93.7,71.3,793.0,760.7,16.6,3.8
서울시,영등포구,2016,1641.7,1479.2,251.8,132.7,155.0,155.0,14.6,11.3,1220.3,1180.2,13.4,3.2
서울시,영등포구,2017,3012.7,2870.7,186.2,75.7,154.5,154.5,41.2,41.2,2630.8,2599.3,12.3,2.8
서울시,영등포구,2018,2322.4,2191.6,201.0,82.3,134.3,134.3,41.3,41.3,1945.8,1933.7,12.4,2.8
서울시,영등포구,2019,2540.7,2374.6,270.9,120.0,146.4,146.4,38.7,38.6,2084.7,2069.6,15.4,2.9
서울시,용산구,2000,,2168.0,,125.0,,,,11.0,,2032.0,,
서울시,용산구,2001,,491.0,,133.0,,,,,,358.0,,
서울시,용산구,2002,,1521.0,,138.0,,,,,,1383.0,,
서울시,용산구,2003,,1247.0,,136.0,,,,,,1112.0,,
서울시,용산구,2004,,237.0,,96.0,,43.0,,,,98.0,,4.0
서울시,용산구,2005,,1163.0,,72.0,,102.0,,,,989.0,,4.0
서울시,용산구,2006,,783.0,,63.0,,90.0,,0.0,,631.0,,3.0
서울시,용산구,2007,,834.0,,64.0,,84.0,,,,686.0,,4.0
서울시,용산구,2008,,2037.0,,63.0,,86.0,,,,1888.0,,2.0
서울시,용산구,2009,,1164.0,,124.0,,93.0,,,,947.0,,5.0
서울시,용산구,2010,910.7,867.0,107.9,85.0,95.8,95.8,,,707.0,686.2,6.3,2.3
서울시,용산구,2011,1091.3,969.8,129.5,20.4,84.7,84.7,,,877.1,864.7,7.5,4.2
서울시,용산구,2012,1887.9,1630.2,145.2,39.8,82.7,82.7,,,1660.0,1507.7,10.4,1.4
서울시,용산구,2013,903.5,792.4,115.2,19.3,78.0,78.0,,,710.3,695.1,5.0,1.9
서울시,용산구,2014,1210.2,1095.7,195.9,100.2,77.1,77.1,,,937.2,918.4,7.4,1.8
서울시,용산구,2015,907.3,802.7,177.3,87.7,77.8,77.8,42.0,42.0,610.6,595.6,5.5,1.8
서울시,용산구,2016,914.9,805.3,184.9,89.7,77.2,77.2,38.6,38.6,614.2,599.8,6.3,2.1
서울시,용산구,2017,1564.1,1440.1,187.8,91.3,74.9,74.9,12.3,9.8,1289.1,1264.1,4.9,1.2
서울시,용산구,2018,1155.5,1051.5,214.3,118.9,74.1,74.1,11.6,10.8,855.5,847.7,5.1,1.2
서울시,용산구,2019,1137.4,1008.5,231.1,124.5,74.1,74.1,11.0,7.4,821.2,802.5,3.4,1.1
서울시,은평구,2000,,531.0,,138.0,,,,,,393.0,,
서울시,은평구,2001,,807.0,,172.0,,,,,,636.0,,
서울시,은평구,2002,,1129.0,,179.0,,,,3.0,,947.0,,
서울시,은평구,2003,,731.0,,154.0,,,,,,577.0,,
서울시,은평구,2004,,606.0,,85.0,,57.0,,,,464.0,,2.0
서울시,은평구,2005,,1357.0,,103.0,,86.0,,,,1168.0,,2.0
서울시,은평구,2006,,2138.0,,55.0,,85.0,,,,1997.0,,3.0
서울시,은평구,2007,,3096.0,,61.0,,87.0,,,,2948.0,,2.0
서울시,은평구,2008,,3382.0,,55.0,,84.0,,,,3242.0,,2.0
서울시,은평구,2009,,2191.0,,138.0,,77.0,,0.0,,1975.0,,2.0
서울시,은평구,2010,1238.5,1086.2,186.3,52.1,78.3,78.3,3.1,0.3,970.8,955.5,6.3,2.0
서울시,은평구,2011,1692.7,1546.8,186.7,52.6,83.6,83.6,3.1,0.3,1419.3,1410.3,4.3,2.0
서울시,은평구,2012,1524.4,1273.0,188.0,62.9,73.1,73.1,14.9,11.4,1248.4,1125.6,5.7,1.6
서울시,은평구,2013,1273.4,1014.1,210.2,69.2,84.7,84.7,14.9,11.4,963.6,848.8,5.4,1.6
서울시,은평구,2014,1271.5,1051.7,211.7,69.6,88.6,88.6,32.9,28.5,938.3,865.0,5.6,1.7
서울시,은평구,2015,1348.3,1214.5,134.3,66.6,93.2,93.2,32.9,28.5,1087.9,1026.2,6.4,1.5
서울시,은평구,2016,2010.9,1856.8,192.1,57.3,91.3,91.3,28.8,28.8,1698.7,1679.4,7.2,2.0
서울시,은평구,2017,2342.4,2196.2,232.9,96.6,86.7,86.7,31.4,31.4,1991.4,1981.5,6.2,1.5
서울시,은평구,2018,2043.5,1895.6,249.1,110.8,84.2,84.2,11.4,11.4,1698.8,1689.2,6.6,1.4
서울시,은평구,2019,2303.7,2144.9,284.4,140.3,84.6,84.6,5.5,4.1,1929.2,1915.9,7.5,1.5
서울시,종로구,2000,,191.0,,149.0,,,,,,42.0,,
서울시,종로구,2001,,180.0,,151.0,,,,,,29.0,,
서울시,종로구,2002,,388.0,,179.0,,,,,,208.0,,
서울시,종로구,2003,,585.0,,220.0,,,,,,365.0,,
서울시,종로구,2004,,1564.0,,192.0,,78.0,,,,1294.0,,2.0
서울시,종로구,2005,,1907.0,,270.0,,127.0,,,,1510.0,,2.0
서울시,종로구,2006,,1307.0,,151.0,,121.0,,2.0,,1033.0,,1.0
서울시,종로구,2007,,810.0,,175.0,,125.0,,,,510.0,,2.0
서울시,종로구,2008,,884.0,,151.0,,122.0,,,,610.0,,2.0
서울시,종로구,2009,,1366.0,,122.0,,121.0,,,,1123.0,,2.0
서울시,종로구,2010,1414.0,1207.3,305.1,154.1,133.9,133.9,,,975.0,919.3,13.6,2.0
서울시,종로구,2011,1406.2,1237.7,304.6,154.7,106.4,106.4,,,995.2,976.6,19.0,5.5
서울시,종로구,2012,1066.2,931.3,277.6,159.9,109.0,109.0,,,679.6,662.4,14.6,2.6
서울시,종로구,2013,1157.3,1009.8,239.1,106.9,115.6,115.6,,,802.6,787.3,24.2,2.4
서울시,종로구,2014,1860.8,1710.7,245.9,107.9,119.5,119.5,,,1495.4,1483.3,24.5,2.5
서울시,종로구,2015,720.3,575.1,227.6,103.7,96.8,96.8,,,395.9,374.6,24.1,2.1
서울시,종로구,2016,945.6,742.4,298.1,119.3,107.9,107.9,,,539.6,515.2,28.2,4.4
서울시,종로구,2017,855.6,698.4,269.7,122.3,105.4,105.4,,,480.5,470.7,14.8,1.2
서울시,종로구,2018,946.5,811.1,261.9,133.9,100.8,100.8,,,583.8,576.4,19.6,4.6
서울시,종로구,2019,860.1,728.0,244.3,124.0,95.6,95.6,0.6,0.2,519.6,508.2,21.9,7.3
서울시,중구,2000,,650.0,,223.0,,,,,,427.0,,
서울시,중구,2001,,642.0,,282.0,,,,,,360.0,,
서울시,중구,2002,,626.0,,242.0,,,,,,384.0,,
서울시,중구,2003,,1976.0,,260.0,,,,,,1716.0,,
서울시,중구,2004,,1079.0,,140.0,,102.0,,,,838.0,,3.0
서울시,중구,2005,,1007.0,,128.0,,141.0,,,,738.0,,3.0
서울시,중구,2006,,1902.0,,262.0,,150.0,,0.0,,1490.0,,3.0
서울시,중구,2007,,1827.0,,137.0,,141.0,,,,1549.0,,2.0
서울시,중구,2008,,2000.0,,262.0,,144.0,,,,1595.0,,4.0
서울시,중구,2009,,1631.0,,147.0,,143.0,,,,1340.0,,3.0
서울시,중구,2010,1295.1,1015.1,389.2,148.4,140.0,140.0,0.2,,765.7,726.7,7.4,2.5
서울시,중구,2011,1267.9,981.5,420.2,175.5,142.7,142.7,0.1,,704.9,663.3,9.0,4.8
서울시,중구,2012,1048.4,798.4,405.5,182.6,147.9,147.9,0.1,,494.9,467.9,8.1,2.5
서울시,중구,2013,1197.3,986.0,376.5,196.5,131.4,131.4,0.1,,689.3,658.1,7.6,2.3
서울시,중구,2014,1574.8,1365.6,374.5,187.1,130.0,130.0,,,1070.3,1048.5,7.4,2.2
서울시,중구,2015,1328.1,1088.2,372.5,187.3,127.8,127.8,,,827.8,773.1,7.1,2.2
서울시,중구,2016,1511.2,1274.4,373.1,186.1,126.1,126.1,,,1012.0,962.2,7.6,2.0
서울시,중구,2017,1211.9,951.6,338.6,118.0,107.4,107.4,,,765.9,726.2,8.7,1.7
서울시,중구,2018,1042.1,845.3,314.9,126.7,114.8,114.8,,,612.4,603.8,7.6,1.8
서울시,중구,2019,1459.8,1265.6,297.3,107.9,116.4,116.4,0.4,0.1,1045.7,1041.2,8.4,2.4
서울시,중랑구,2000,,400.0,,144.0,,,,,,256.0,,
서울시,중랑구,2001,,961.0,,126.0,,,,,,835.0,,
서울시,중랑구,2002,,871.0,,139.0,,,,,,732.0,,
서울시,중랑구,2003,,1526.0,,142.0,,,,,,1384.0,,
서울시,중랑구,2004,,1368.0,,114.0,,50.0,,,,1204.0,,2.0
서울시,중랑구,2005,,625.0,,141.0,,80.0,,,,404.0,,2.0
서울시,중랑구,2006,,1975.0,,92.0,,80.0,,,,1803.0,,2.0
서울시,중랑구,2007,,1064.0,,89.0,,81.0,,,,894.0,,3.0
서울시,중랑구,2008,,755.0,,92.0,,77.0,,,,586.0,,3.0
서울시,중랑구,2009,,649.0,,211.0,,75.0,,,,364.0,,2.0
서울시,중랑구,2010,1004.5,898.2,118.2,27.3,96.7,96.7,,,789.6,774.2,2.8,0.9
서울시,중랑구,2011,921.7,800.8,121.4,18.8,91.7,91.7,,,708.6,690.3,5.4,2.4
서울시,중랑구,2012,841.9,731.5,125.1,27.1,97.4,97.4,,,619.4,607.0,6.4,3.6
서울시,중랑구,2013,865.1,659.6,124.8,24.5,102.6,102.6,,,637.7,532.5,4.2,1.6
서울시,중랑구,2014,1165.6,1053.3,267.0,159.6,102.4,102.4,,,796.2,791.3,3.9,1.0
서울시,중랑구,2015,1252.7,1139.8,292.5,188.3,99.6,99.6,9.0,4.0,851.8,847.9,3.6,0.6
서울시,중랑구,2016,1091.2,980.1,294.7,190.4,93.2,93.2,5.0,0.1,698.3,696.4,5.2,1.7
서울시,중랑구,2017,1793.4,1687.5,270.6,172.8,90.7,90.7,1.8,0.4,1430.3,1423.6,4.6,0.8
서울시,중랑구,2018,1763.1,1635.8,303.1,192.9,91.4,88.8,10.4,2.0,1358.2,1352.1,5.6,1.7
서울시,중랑구,2019,1580.8,1459.7,239.5,132.1,91.0,91.0,7.5,1.5,1242.8,1235.1,5.1,1.6
