"동별(1)","동별(2)",시점,세대 (세대),합계,합계,한국인,한국인,외국인,외국인
"동별(1)","동별(2)",시점,소계,남자,여자,남자,여자,남자,여자
"합계","금천구",2020. 08,113347,127482,122273,117497,114516,9985,7757
"합계","금천구",2020. 09,113887,127292,122349,117489,114668,9803,7681
"합계","금천구",2020. 10,114183,127052,122333,117429,114744,9623,7589
"합계","금천구",2020. 11,114442,126590,122010,117364,114639,9226,7371
"합계","금천구",2020. 12,114715,126141,121694,117226,114507,8915,7187
"합계","금천구",2021. 01,114955,125760,121501,117141,114493,8619,7008
"합계","금천구",2021. 02,115161,125247,121226,116950,114340,8297,6886
"합계","금천구",2021. 03,114402,124300,120264,116322,113522,7978,6742
"합계","금천구",2021. 04,114538,124174,120099,116211,113428,7963,6671
"합계","금천구",2021. 05,114949,124342,120193,116292,113531,8050,6662
"합계","금천구",2021. 06,115358,124394,120291,116491,113677,7903,6614
"합계","금천구",2021. 07,115910,124606,120565,116699,113966,7907,6599
"합계","금천구",2021. 08,116308,124504,120615,116714,114045,7790,6570
"합계","금천구",2021. 09,116545,124282,120605,116588,114056,7694,6549
"합계","금천구",2021. 10,116935,124225,120687,116588,114152,7637,6535
"합계","금천구",2021. 11,117326,124179,120774,116574,114265,7605,6509
"합계","금천구",2021. 12,117595,124110,120781,116527,114284,7583,6497
"합계","금천구",2022. 01,117935,124031,120874,116487,114394,7544,6480
"합계","금천구",2022. 02,118271,123916,120863,116449,114407,7467,6456
"합계","금천구",2022. 03,118697,123959,120942,116568,114530,7391,6412
"합계","금천구",2022. 04,118977,123968,120963,116598,114552,7370,6411
"합계","금천구",2022. 05,119315,124104,121044,116756,114671,7348,6373
"합계","금천구",2022. 06,119627,124113,121118,116811,114754,7302,6364
"합계","금천구",2022. 07,119809,123984,121083,116766,114756,7218,6327
"합계","금천구",2022. 08,119913,123813,121003,116653,114703,7160,6300
"합계","금천구",2022. 09,119587,123304,120568,116209,114295,7095,6273
"합계","금천구",2022. 10,119572,123109,120335,116062,114094,7047,6241
"합계","금천구",2022. 11,119561,122941,120172,115934,113956,7007,6216
"합계","금천구",2022. 12,119583,122775,120043,115786,113856,6989,6187
"합계","금천구",2023. 01,119672,122674,119940,115743,113756,6931,6184
"합계","금천구",2023. 02,119830,122554,119949,115635,113760,6919,6189
"합계","금천구",2023. 03,120051,122577,119890,115624,113683,6953,6207
"합계","금천구",2023. 04,120274,122583,119970,115578,113750,7005,6220
"합계","금천구",2023. 05,120423,122491,120021,115453,113798,7038,6223
"합계","금천구",2023. 06,120578,122481,120086,115396,113839,7085,6247
"합계","금천구",2023. 07,120628,122471,120043,115339,113747,7132,6296
"합계","금천구",2023. 08,120696,122308,120015,115190,113668,7118,6347
"합계","금천구",2023. 09,120650,122132,119944,115038,113573,7094,6371
"합계","금천구",2023. 10,120555,121952,119826,114845,113429,7107,6397
"합계","금천구",2023. 11,120312,121746,119614,114552,113149,7194,6465
"합계","금천구",2023. 12,120381,121592,119513,114414,113067,7178,6446
"합계","금천구",2024. 01,120610,121600,119450,114471,112986,7129,6464
"합계","금천구",2024. 02,120822,121431,119368,114348,112920,7083,6448
"합계","금천구",2024. 03,120985,121351,119329,114278,112882,7073,6447
"합계","금천구",2024. 04,121117,121230,119195,114184,112771,7046,6424
"합계","금천구",2024. 05,121188,121145,119174,114086,112725,7059,6449
"합계","금천구",2024. 06,121223,121075,119078,114031,112641,7044,6437
"합계","금천구",2024. 07,121238,121008,119081,113920,112606,7088,6475
"합계","금천구",2024. 08,121251,120814,119004,113763,112527,7051,6477
"합계","금천구",2024. 09,121224,120697,118880,113632,112371,7065,6509
"합계","금천구",2024. 10,121168,120683,118832,113495,112263,7188,6569
"합계","금천구",2024. 11,121056,120535,118684,113304,112067,7231,6617
"합계","금천구",2024. 12,121075,120506,118564,113211,111948,7295,6616
"합계","영등포구",2020. 01,175237,201016,200157,182504,185412,18512,14745
"합계","영등포구",2020. 02,176625,202017,201390,183468,186640,18549,14750
"합계","영등포구",2020. 03,177743,202617,202149,184316,187587,18301,14562
"합계","영등포구",2020. 04,178323,202623,202194,184446,187779,18177,14415
"합계","영등포구",2020. 05,179007,202421,202248,184535,188033,17886,14215
"합계","영등포구",2020. 06,179787,202648,202506,184905,188444,17743,14062
"합계","영등포구",2020. 07,180574,202679,202827,185156,188941,17523,13886
"합계","영등포구",2020. 08,181469,202784,203184,185603,189530,17181,13654
"합계","영등포구",2020. 09,182087,202624,203358,185800,189830,16824,13528
"합계","영등포구",2020. 10,182917,202904,203775,186417,190507,16487,13268
"합계","영등포구",2020. 11,183790,202924,204140,187061,191215,15863,12925
"합계","영등포구",2020. 12,184714,202969,204398,187647,191833,15322,12565
"합계","영등포구",2021. 01,185331,202608,204461,187960,192209,14648,12252
"합계","영등포구",2021. 02,185969,202217,204485,188029,192414,14188,12071
"합계","영등포구",2021. 03,184133,200380,202690,186692,190898,13688,11792
"합계","영등포구",2021. 04,184525,200275,202715,186652,191044,13623,11671
"합계","영등포구",2021. 05,184824,200210,202653,186564,191013,13646,11640
"합계","영등포구",2021. 06,185025,199881,202494,186482,190939,13399,11555
"합계","영등포구",2021. 07,185467,199775,202491,186432,190976,13343,11515
"합계","영등포구",2021. 08,186135,199637,202541,186526,191129,13111,11412
"합계","영등포구",2021. 09,186360,199388,202426,186414,191122,12974,11304
"합계","영등포구",2021. 10,186585,199248,202428,186390,191134,12858,11294
"합계","영등포구",2021. 11,186774,198847,202295,186047,191001,12800,11294
"합계","영등포구",2021. 12,187020,198740,202168,185926,190911,12814,11257
"합계","영등포구",2022. 01,187375,198644,202195,185964,190985,12680,11210
"합계","영등포구",2022. 02,187834,198352,202229,185824,191060,12528,11169
"합계","영등포구",2022. 03,188193,198080,202161,185696,191044,12384,11117
"합계","영등포구",2022. 04,188377,197915,202050,185520,190945,12395,11105
"합계","영등포구",2022. 05,188506,197737,202006,185354,190936,12383,11070
"합계","영등포구",2022. 06,188759,197740,201982,185460,190977,12280,11005
"합계","영등포구",2022. 07,189037,197653,202136,185518,191143,12135,10993
"합계","영등포구",2022. 08,189541,197757,202473,185754,191541,12003,10932
"합계","영등포구",2022. 09,188768,196963,201975,185099,191117,11864,10858
"합계","영등포구",2022. 10,188734,196537,201855,184845,191004,11692,10851
"합계","영등포구",2022. 11,188756,196389,201836,184766,191019,11623,10817
"합계","영등포구",2022. 12,188832,196264,201821,184660,191015,11604,10806
"합계","영등포구",2023. 01,189396,196377,202110,184840,191301,11537,10809
"합계","영등포구",2023. 02,189857,196438,202219,184956,191454,11482,10765
"합계","영등포구",2023. 03,190252,196502,202497,184973,191641,11529,10856
"합계","영등포구",2023. 04,190393,196460,202515,184827,191596,11633,10919
"합계","영등포구",2023. 05,190437,196467,202552,184761,191586,11706,10966
"합계","영등포구",2023. 06,190482,196360,202482,184615,191524,11745,10958
"합계","영등포구",2023. 07,190531,196285,202493,184522,191475,11763,11018
"합계","영등포구",2023. 08,190508,195950,202375,184189,191337,11761,11038
"합계","영등포구",2023. 09,190761,195857,202433,184175,191411,11682,11022
"합계","영등포구",2023. 10,190702,195684,202330,184010,191266,11674,11064
"합계","영등포구",2023. 11,190604,195580,202343,183803,191117,11777,11226
"합계","영등포구",2023. 12,190737,195493,202307,183726,191068,11767,11239
"합계","영등포구",2024. 01,191005,195521,202462,183769,191216,11752,11246
"합계","영등포구",2024. 02,191437,195249,202559,183591,191377,11658,11182
"합계","영등포구",2024. 03,191709,195330,202612,183680,191468,11650,11144
"합계","영등포구",2024. 04,191856,195233,202597,183600,191490,11633,11107
"합계","영등포구",2024. 05,191913,195202,202617,183547,191562,11655,11055
"합계","영등포구",2024. 06,192064,195198,202573,183512,191528,11686,11045
"합계","영등포구",2024. 07,192168,195211,202610,183422,191539,11789,11071
"합계","영등포구",2024. 08,192178,194998,202571,183246,191489,11752,11082
"합계","영등포구",2024. 09,192189,194953,202561,183189,191464,11764,11097
"합계","영등포구",2024. 10,191983,194924,202378,183001,191140,11923,11238
"합계","영등포구",2024. 11,192241,194952,202490,183006,191195,11946,11295
"합계","영등포구",2024. 12,192199,194864,202309,182802,190971,12062,11338
"합계","동작구",2020. 01,180862,197552,211195,191772,203864,5780,7331
"합계","동작구",2020. 02,181268,197182,210998,191433,203768,5749,7230
"합계","동작구",2020. 03,181761,196943,210859,191272,203742,5671,7117
"합계","동작구",2020. 04,182236,196775,210706,191207,203781,5568,6925
"합계","동작구",2020. 05,182962,196594,210285,191281,203899,5313,6386
"합계","동작구",2020. 06,183537,196479,210297,191211,203954,5268,6343
"합계","동작구",2020. 07,183870,196181,210073,191063,203842,5118,6231
"합계","동작구",2020. 08,184030,195763,209469,190754,203364,5009,6105
"합계","동작구",2020. 09,184193,195373,209244,190422,203132,4951,6112
"합계","동작구",2020. 10,184119,194823,208695,189990,202684,4833,6011
"합계","동작구",2020. 11,184132,194292,208319,189527,202369,4765,5950
"합계","동작구",2020. 12,184229,193718,207854,189152,202068,4566,5786
"합계","동작구",2021. 01,184098,193116,207316,188743,201690,4373,5626
"합계","동작구",2021. 02,184171,192681,206838,188428,201326,4253,5512
"합계","동작구",2021. 03,183579,192187,206018,188045,200685,4142,5333
"합계","동작구",2021. 04,183826,192202,206108,188032,200640,4170,5468
"합계","동작구",2021. 05,183959,192078,205882,187942,200454,4136,5428
"합계","동작구",2021. 06,183859,191657,205574,187617,200230,4040,5344
"합계","동작구",2021. 07,184175,191578,205431,187614,200196,3964,5235
"합계","동작구",2021. 08,184556,191380,205180,187510,200048,3870,5132
"합계","동작구",2021. 09,184825,191140,204982,187286,199831,3854,5151
"합계","동작구",2021. 10,184598,190642,204381,186863,199383,3779,4998
"합계","동작구",2021. 11,184775,190587,204543,186710,199341,3877,5202
"합계","동작구",2021. 12,184812,190241,204123,186426,199057,3815,5066
"합계","동작구",2022. 01,185059,190248,204077,186452,199026,3796,5051
"합계","동작구",2022. 02,185688,190138,203997,186397,199093,3741,4904
"합계","동작구",2022. 03,186419,190377,204272,186648,199369,3729,4903
"합계","동작구",2022. 04,186696,190407,204691,186558,199424,3849,5267
"합계","동작구",2022. 05,186948,190316,204625,186455,199300,3861,5325
"합계","동작구",2022. 06,187380,190364,204666,186506,199392,3858,5274
"합계","동작구",2022. 07,187656,190298,204545,186466,199280,3832,5265
"합계","동작구",2022. 08,187962,190053,204247,186268,199111,3785,5136
"합계","동작구",2022. 09,186966,189307,203321,185490,198147,3817,5174
"합계","동작구",2022. 10,186655,188983,203179,185098,197649,3885,5530
"합계","동작구",2022. 11,186197,188636,202974,184596,197108,4040,5866
"합계","동작구",2022. 12,185773,188080,202352,184030,196566,4050,5786
"합계","동작구",2023. 01,185659,187801,202017,183746,196233,4055,5784
"합계","동작구",2023. 02,186053,187634,201688,183606,196016,4028,5672
"합계","동작구",2023. 03,186534,188069,202308,183900,196301,4169,6007
"합계","동작구",2023. 04,186730,188213,202357,184072,196313,4141,6044
"합계","동작구",2023. 05,186980,188352,202565,184116,196478,4236,6087
"합계","동작구",2023. 06,187058,188300,202543,184103,196519,4197,6024
"합계","동작구",2023. 07,187112,188324,202461,184127,196435,4197,6026
"합계","동작구",2023. 08,187178,188259,202371,184062,196416,4197,5955
"합계","동작구",2023. 09,187199,188222,202518,183880,196274,4342,6244
"합계","동작구",2023. 10,186990,188048,202532,183620,196020,4428,6512
"합계","동작구",2023. 11,186818,187911,202296,183420,195766,4491,6530
"합계","동작구",2023. 12,186675,187623,202091,183153,195616,4470,6475
"합계","동작구",2024. 01,186473,187394,201884,182934,195426,4460,6458
"합계","동작구",2024. 02,186971,187317,201560,182915,195368,4402,6192
"합계","동작구",2024. 03,187417,187525,202051,183036,195613,4489,6438
"합계","동작구",2024. 04,187734,187652,202380,183129,195742,4523,6638
"합계","동작구",2024. 05,187712,187541,202194,183015,195537,4526,6657
"합계","동작구",2024. 06,187662,187445,202096,182931,195393,4514,6703
"합계","동작구",2024. 07,187629,187138,201865,182646,195299,4492,6566
"합계","동작구",2024. 08,187497,186673,201411,182333,195093,4340,6318
"합계","동작구",2024. 09,187461,186531,201261,182205,194932,4326,6329
"합계","동작구",2024. 10,187330,186361,201229,181979,194747,4382,6482
"합계","동작구",2024. 11,187193,186523,201465,181886,194554,4637,6911
"합계","동작구",2024. 12,186950,186226,201126,181576,194223,4650,6903
"합계","관악구",2020. 01,269072,259175,258064,250931,248938,8244,9126
"합계","관악구",2020. 02,269964,259118,257835,250822,248765,8296,9070
"합계","관악구",2020. 03,270760,258982,257680,250743,248631,8239,9049
"합계","관악구",2020. 04,271313,258621,257531,250442,248536,8179,8995
"합계","관악구",2020. 05,272524,258623,257514,250628,248803,7995,8711
"합계","관악구",2020. 06,273715,258740,257578,250829,248911,7911,8667
"합계","관악구",2020. 07,274381,258615,257427,250825,248904,7790,8523
"합계","관악구",2020. 08,275016,258145,257165,250520,248796,7625,8369
"합계","관악구",2020. 09,275248,257638,256917,250084,248490,7554,8427
"합계","관악구",2020. 10,274869,256782,255906,249412,247670,7370,8236
"합계","관악구",2020. 11,274841,256003,255278,248857,247202,7146,8076
"합계","관악구",2020. 12,274811,255211,254592,248339,246721,6872,7871
"합계","관악구",2021. 01,274910,254507,254058,247853,246322,6654,7736
"합계","관악구",2021. 02,275301,253912,253502,247472,245902,6440,7600
"합계","관악구",2021. 03,273736,252400,251740,246097,244255,6303,7485
"합계","관악구",2021. 04,273751,252036,251454,245666,243798,6370,7656
"합계","관악구",2021. 05,274141,251925,251246,245552,243608,6373,7638
"합계","관악구",2021. 06,274565,251713,250985,245404,243396,6309,7589
"합계","관악구",2021. 07,274975,251581,250697,245370,243155,6211,7542
"합계","관악구",2021. 08,275732,251423,250449,245308,242996,6115,7453
"합계","관악구",2021. 09,276182,251277,250295,245220,242809,6057,7486
"합계","관악구",2021. 10,276315,250987,250317,244844,242513,6143,7804
"합계","관악구",2021. 11,276400,250509,249845,244367,242060,6142,7785
"합계","관악구",2021. 12,276597,250058,249391,243991,241708,6067,7683
"합계","관악구",2022. 01,277135,249994,249380,243967,241643,6027,7737
"합계","관악구",2022. 02,278497,250242,249604,244287,241922,5955,7682
"합계","관악구",2022. 03,279353,250450,249886,244409,241966,6041,7920
"합계","관악구",2022. 04,279822,250545,249845,244499,241862,6046,7983
"합계","관악구",2022. 05,280657,250653,250016,244628,242058,6025,7958
"합계","관악구",2022. 06,281423,250658,250183,244722,242224,5936,7959
"합계","관악구",2022. 07,282141,250865,250229,244925,242247,5940,7982
"합계","관악구",2022. 08,283092,251064,250418,245176,242453,5888,7965
"합계","관악구",2022. 09,282806,250697,250053,244810,241977,5887,8076
"합계","관악구",2022. 10,283378,250936,250548,244980,242221,5956,8327
"합계","관악구",2022. 11,283538,250931,250535,244969,242069,5962,8466
"합계","관악구",2022. 12,283623,250687,250539,244748,242004,5939,8535
"합계","관악구",2023. 01,284025,250689,250734,244740,242123,5949,8611
"합계","관악구",2023. 02,285206,251078,250920,245125,242305,5953,8615
"합계","관악구",2023. 03,285914,251376,251252,245376,242439,6000,8813
"합계","관악구",2023. 04,286127,251264,251435,245231,242410,6033,9025
"합계","관악구",2023. 05,286538,251333,251298,245217,242245,6116,9053
"합계","관악구",2023. 06,286647,251215,251215,245081,242111,6134,9104
"합계","관악구",2023. 07,286569,250885,250942,244793,241840,6092,9102
"합계","관악구",2023. 08,286379,250613,250480,244539,241455,6074,9025
"합계","관악구",2023. 09,286045,250388,250194,244198,240974,6190,9220
"합계","관악구",2023. 10,285450,249972,249705,243673,240286,6299,9419
"합계","관악구",2023. 11,284786,249339,249206,242985,239707,6354,9499
"합계","관악구",2023. 12,284578,249026,248857,242651,239305,6375,9552
"합계","관악구",2024. 01,284877,248951,248806,242598,239274,6353,9532
"합계","관악구",2024. 02,285607,248993,248456,242703,239131,6290,9325
"합계","관악구",2024. 03,286257,249130,248697,242765,239193,6365,9504
"합계","관악구",2024. 04,286396,249081,248857,242633,239089,6448,9768
"합계","관악구",2024. 05,286401,248942,248796,242426,239006,6516,9790
"합계","관악구",2024. 06,286338,248813,248819,242251,238894,6562,9925
"합계","관악구",2024. 07,286403,248571,248566,242010,238617,6561,9949
"합계","관악구",2024. 08,286408,248397,248214,241852,238373,6545,9841
"합계","관악구",2024. 09,286376,248279,248190,241605,238169,6674,10021
"합계","관악구",2024. 10,286029,248034,248171,241128,237766,6906,10405
"합계","관악구",2024. 11,285766,247771,248033,240716,237451,7055,10582
"합계","관악구",2024. 12,285963,247531,248089,240457,237355,7074,10734
"합계","서초구",2020. 01,173388,208255,227084,206112,224938,2143,2146
"합계","서초구",2020. 02,173635,208332,227288,206193,225143,2139,2145
"합계","서초구",2020. 03,173580,207877,226924,205787,224781,2090,2143
"합계","서초구",2020. 04,173561,207532,226407,205452,224277,2080,2130
"합계","서초구",2020. 05,173849,207333,226171,205264,224076,2069,2095
"합계","서초구",2020. 06,173998,207095,225967,205037,223882,2058,2085
"합계","서초구",2020. 07,174012,206780,225506,204766,223486,2014,2020
"합계","서초구",2020. 08,173827,206280,224957,204280,222957,2000,2000
"합계","서초구",2020. 09,173483,205671,224324,203686,222323,1985,2001
"합계","서초구",2020. 10,173283,205459,224055,203507,222051,1952,2004
"합계","서초구",2020. 11,173391,205441,223945,203493,221938,1948,2007
"합계","서초구",2020. 12,173502,205282,223743,203359,221767,1923,1976
"합계","서초구",2021. 01,173514,205004,223543,203097,221610,1907,1933
"합계","서초구",2021. 02,173414,204585,223057,202692,221137,1893,1920
"합계","서초구",2021. 03,172181,203489,221614,201619,219696,1870,1918
"합계","서초구",2021. 04,171947,202943,221180,201075,219243,1868,1937
"합계","서초구",2021. 05,171736,202348,220539,200485,218636,1863,1903
"합계","서초구",2021. 06,171574,202027,220147,200163,218244,1864,1903
"합계","서초구",2021. 07,171743,201933,220050,200107,218187,1826,1863
"합계","서초구",2021. 08,171860,201532,219718,199722,217846,1810,1872
"합계","서초구",2021. 09,171497,200920,219125,199068,217217,1852,1908
"합계","서초구",2021. 10,171083,200372,218570,198470,216613,1902,1957
"합계","서초구",2021. 11,170521,199515,217711,197606,215757,1909,1954
"합계","서초구",2021. 12,170244,198914,217253,197034,215245,1880,2008
"합계","서초구",2022. 01,170096,198481,216921,196611,214928,1870,1993
"합계","서초구",2022. 02,169979,198080,216450,196211,214471,1869,1979
"합계","서초구",2022. 03,169895,197665,216012,195806,214017,1859,1995
"합계","서초구",2022. 04,169740,197254,215559,195389,213529,1865,2030
"합계","서초구",2022. 05,169642,196931,215105,195056,213077,1875,2028
"합계","서초구",2022. 06,169518,196669,214846,194819,212853,1850,1993
"합계","서초구",2022. 07,169560,196507,214706,194627,212719,1880,1987
"합계","서초구",2022. 08,169217,196163,214328,194249,212316,1914,2012
"합계","서초구",2022. 09,168175,195463,213562,193548,211528,1915,2034
"합계","서초구",2022. 10,168146,195429,213495,193465,211437,1964,2058
"합계","서초구",2022. 11,168025,195337,213486,193333,211371,2004,2115
"합계","서초구",2022. 12,167749,195168,213283,193159,211166,2009,2117
"합계","서초구",2023. 01,167876,195194,213488,193221,211373,1973,2115
"합계","서초구",2023. 02,168173,195387,213833,193397,211729,1990,2104
"합계","서초구",2023. 03,168234,195160,213819,193158,211673,2002,2146
"합계","서초구",2023. 04,168238,194958,213800,192932,211607,2026,2193
"합계","서초구",2023. 05,168344,194932,213793,192875,211561,2057,2232
"합계","서초구",2023. 06,168590,194893,213860,192850,211634,2043,2226
"합계","서초구",2023. 07,168844,194956,214012,192945,211786,2011,2226
"합계","서초구",2023. 08,168924,194890,214010,192847,211769,2043,2241
"합계","서초구",2023. 09,169621,195790,214976,193703,212701,2087,2275
"합계","서초구",2023. 10,170040,196469,215682,194384,213404,2085,2278
"합계","서초구",2023. 11,170059,196616,215879,194526,213572,2090,2307
"합계","서초구",2023. 12,169884,196391,215687,194291,213373,2100,2314
"합계","서초구",2024. 01,170015,196318,215860,194231,213537,2087,2323
"합계","서초구",2024. 02,170285,196302,216061,194232,213764,2070,2297
"합계","서초구",2024. 03,170382,196224,216051,194116,213724,2108,2327
"합계","서초구",2024. 04,170348,196101,215972,193966,213630,2135,2342
"합계","서초구",2024. 05,170366,195993,215836,193802,213497,2191,2339
"합계","서초구",2024. 06,170464,196029,215930,193838,213566,2191,2364
"합계","서초구",2024. 07,170606,196114,216033,193937,213679,2177,2354
"합계","서초구",2024. 08,170806,196214,216241,194011,213847,2203,2394
"합계","서초구",2024. 09,170839,196260,216351,194085,213975,2175,2376
"합계","서초구",2024. 10,170868,196508,216720,194274,214302,2234,2418
"합계","서초구",2024. 11,170710,196414,216647,194172,214210,2242,2437
"합계","서초구",2024. 12,170681,196407,216669,194153,214223,2254,2446
"합계","강남구",2020. 01,233363,263756,287299,261190,284748,2566,2551
"합계","강남구",2020. 02,233849,264029,287540,261466,284970,2563,2570
"합계","강남구",2020. 03,233624,263163,286735,260654,284150,2509,2585
"합계","강남구",2020. 04,233363,262418,285871,259936,283304,2482,2567
"합계","강남구",2020. 05,233354,261586,285234,259158,282757,2428,2477
"합계","강남구",2020. 06,233484,261187,284971,258753,282480,2434,2491
"합계","강남구",2020. 07,233673,261024,284494,258624,282012,2400,2482
"합계","강남구",2020. 08,234024,260793,284185,258407,281741,2386,2444
"합계","강남구",2020. 09,234021,260358,283727,257961,281274,2397,2453
"합계","강남구",2020. 10,234588,260886,284100,258461,281666,2425,2434
"합계","강남구",2020. 11,234785,260742,283970,258333,281505,2409,2465
"합계","강남구",2020. 12,234872,260378,283677,257999,281232,2379,2445
"합계","강남구",2021. 01,234688,260000,283323,257647,280889,2353,2434
"합계","강남구",2021. 02,234776,259566,283078,257231,280648,2335,2430
"합계","강남구",2021. 03,233363,258205,281333,255880,278916,2325,2417
"합계","강남구",2021. 04,233203,257569,280783,255243,278336,2326,2447
"합계","강남구",2021. 05,232936,256866,280158,254558,277738,2308,2420
"합계","강남구",2021. 06,232707,256449,279658,254139,277236,2310,2422
"합계","강남구",2021. 07,232642,256109,279165,253799,276730,2310,2435
"합계","강남구",2021. 08,233815,257210,280324,254936,277882,2274,2442
"합계","강남구",2021. 09,234218,257524,280551,255264,278095,2260,2456
"합계","강남구",2021. 10,234533,257738,280907,255473,278405,2265,2502
"합계","강남구",2021. 11,234463,257564,280769,255319,278238,2245,2531
"합계","강남구",2021. 12,234233,257280,280520,255047,277995,2233,2525
"합계","강남구",2022. 01,234383,257359,280616,255107,278066,2252,2550
"합계","강남구",2022. 02,234634,257414,280670,255159,278127,2255,2543
"합계","강남구",2022. 03,234612,257096,280242,254866,277711,2230,2531
"합계","강남구",2022. 04,234607,256785,280142,254517,277532,2268,2610
"합계","강남구",2022. 05,234833,256629,280027,254347,277397,2282,2630
"합계","강남구",2022. 06,234885,256625,280085,254333,277444,2292,2641
"합계","강남구",2022. 07,235147,256774,280359,254498,277700,2276,2659
"합계","강남구",2022. 08,235409,256998,280414,254730,277770,2268,2644
"합계","강남구",2022. 09,233687,255878,279110,253628,276475,2250,2635
"합계","강남구",2022. 10,233474,255847,279038,253570,276376,2277,2662
"합계","강남구",2022. 11,233287,255725,278965,253449,276249,2276,2716
"합계","강남구",2022. 12,232777,255363,278740,253072,276030,2291,2710
"합계","강남구",2023. 01,232732,255270,278616,252977,275922,2293,2694
"합계","강남구",2023. 02,233325,255810,279161,253498,276464,2312,2697
"합계","강남구",2023. 03,234735,257121,280696,254811,277987,2310,2709
"합계","강남구",2023. 04,235708,257993,281749,255637,279009,2356,2740
"합계","강남구",2023. 05,236296,258475,282432,256095,279649,2380,2783
"합계","강남구",2023. 06,236935,259144,283183,256737,280402,2407,2781
"합계","강남구",2023. 07,237646,260022,284038,257631,281241,2391,2797
"합계","강남구",2023. 08,238500,260892,285089,258464,282266,2428,2823
"합계","강남구",2023. 09,238647,261108,285183,258656,282301,2452,2882
"합계","강남구",2023. 10,238712,261374,285582,258897,282668,2477,2914
"합계","강남구",2023. 11,238463,261176,285366,258700,282430,2476,2936
"합계","강남구",2023. 12,239775,262991,287291,260520,284353,2471,2938
"합계","강남구",2024. 01,241315,265115,289505,262618,286536,2497,2969
"합계","강남구",2024. 02,243061,267152,291774,264695,288860,2457,2914
"합계","강남구",2024. 03,243510,267549,292171,265082,289198,2467,2973
"합계","강남구",2024. 04,243741,267853,292289,265347,289304,2506,2985
"합계","강남구",2024. 05,244572,268320,293133,265807,290125,2513,3008
"합계","강남구",2024. 06,245046,268628,293508,266101,290469,2527,3039
"합계","강남구",2024. 07,245344,268993,293762,266448,290703,2545,3059
"합계","강남구",2024. 08,245932,269594,294436,267035,291277,2559,3159
"합계","강남구",2024. 09,246005,269671,294609,267096,291412,2575,3197
"합계","강남구",2024. 10,245910,269738,294737,267129,291526,2609,3211
"합계","강남구",2024. 11,245447,269386,294445,266731,291211,2655,3234
"합계","강남구",2024. 12,245094,269050,294165,266412,290933,2638,3232
"합계","송파구",2020. 01,279137,330513,352642,327261,349080,3252,3562
"합계","송파구",2020. 02,279378,330125,352457,326880,348902,3245,3555
"합계","송파구",2020. 03,279301,329058,351825,325859,348236,3199,3589
"합계","송파구",2020. 04,279460,328289,351295,325127,347735,3162,3560
"합계","송파구",2020. 05,279817,327741,350962,324643,347446,3098,3516
"합계","송파구",2020. 06,280135,327383,350684,324317,347195,3066,3489
"합계","송파구",2020. 07,280769,327347,350749,324307,347282,3040,3467
"합계","송파구",2020. 08,281361,327144,350619,324134,347178,3010,3441
"합계","송파구",2020. 09,281417,326602,350071,323646,346685,2956,3386
"합계","송파구",2020. 10,281252,325860,349288,322942,345978,2918,3310
"합계","송파구",2020. 11,281433,325504,349083,322663,345835,2841,3248
"합계","송파구",2020. 12,281959,325080,348846,322299,345661,2781,3185
"합계","송파구",2021. 01,282125,324646,348435,321948,345274,2698,3161
"합계","송파구",2021. 02,282003,323633,347591,320991,344472,2642,3119
"합계","송파구",2021. 03,280237,321658,345457,319047,342364,2611,3093
"합계","송파구",2021. 04,280324,320975,344881,318374,341786,2601,3095
"합계","송파구",2021. 05,280635,320581,344553,317981,341465,2600,3088
"합계","송파구",2021. 06,280707,320113,344228,317531,341139,2582,3089
"합계","송파구",2021. 07,280881,319797,343941,317209,340884,2588,3057
"합계","송파구",2021. 08,281593,320201,344407,317635,341356,2566,3051
"합계","송파구",2021. 09,282018,320348,344648,317784,341601,2564,3047
"합계","송파구",2021. 10,282185,320332,344529,317773,341466,2559,3063
"합계","송파구",2021. 11,282296,320130,344311,317596,341245,2534,3066
"합계","송파구",2021. 12,282417,319895,344070,317346,340992,2549,3078
"합계","송파구",2022. 01,282940,320135,344392,317556,341303,2579,3089
"합계","송파구",2022. 02,284218,321413,345721,318851,342601,2562,3120
"합계","송파구",2022. 03,285106,321963,346298,319407,343200,2556,3098
"합계","송파구",2022. 04,285532,322106,346555,319535,343428,2571,3127
"합계","송파구",2022. 05,285939,322034,346607,319461,343499,2573,3108
"합계","송파구",2022. 06,286119,321957,346681,319397,343564,2560,3117
"합계","송파구",2022. 07,286381,321993,346765,319423,343647,2570,3118
"합계","송파구",2022. 08,286514,321720,346549,319164,343435,2556,3114
"합계","송파구",2022. 09,285175,320524,345323,317972,342239,2552,3084
"합계","송파구",2022. 10,285087,320308,345129,317743,342045,2565,3084
"합계","송파구",2022. 11,284952,320032,345038,317464,341917,2568,3121
"합계","송파구",2022. 12,284853,319743,344771,317180,341621,2563,3150
"합계","송파구",2023. 01,284928,319633,344687,317063,341541,2570,3146
"합계","송파구",2023. 02,285420,319594,344959,317024,341844,2570,3115
"합계","송파구",2023. 03,285489,319139,344565,316564,341442,2575,3123
"합계","송파구",2023. 04,285493,318928,344439,316356,341309,2572,3130
"합계","송파구",2023. 05,285615,318646,344325,316082,341178,2564,3147
"합계","송파구",2023. 06,285798,318582,344290,316010,341091,2572,3199
