"동별(1)","동별(2)",시점,세대 (세대),합계,합계,한국인,한국인,외국인,외국인
"동별(1)","동별(2)",시점,소계,남자,여자,남자,여자,남자,여자
"합계","송파구",2023. 07,285951,318305,344090,315715,340888,2590,3202
"합계","송파구",2023. 08,286095,318049,343883,315487,340689,2562,3194
"합계","송파구",2023. 09,286123,317792,343723,315224,340520,2568,3203
"합계","송파구",2023. 10,286018,317562,343507,314985,340315,2577,3192
"합계","송파구",2023. 11,286016,317282,343390,314665,340180,2617,3210
"합계","송파구",2023. 12,285927,316981,343044,314347,339819,2634,3225
"합계","송파구",2024. 01,286180,316902,343061,314189,339800,2713,3261
"합계","송파구",2024. 02,286651,316744,343114,314043,339879,2701,3235
"합계","송파구",2024. 03,287052,316590,343071,313887,339849,2703,3222
"합계","송파구",2024. 04,287220,316362,342993,313669,339778,2693,3215
"합계","송파구",2024. 05,287320,316212,342865,313474,339654,2738,3211
"합계","송파구",2024. 06,287380,315963,342805,313205,339547,2758,3258
"합계","송파구",2024. 07,287418,315700,342660,312916,339376,2784,3284
"합계","송파구",2024. 08,287265,315414,342445,312613,339133,2801,3312
"합계","송파구",2024. 09,287511,315479,342512,312684,339198,2795,3314
"합계","송파구",2024. 10,287537,315622,342910,312804,339539,2818,3371
"합계","송파구",2024. 11,287435,315437,342691,312616,339294,2821,3397
"합계","송파구",2024. 12,287017,314532,341778,311728,338382,2804,3396
"합계","강동구",2020. 01,185222,219559,225584,217545,223250,2014,2334
"합계","강동구",2020. 02,187626,222507,228774,220464,226423,2043,2351
"합계","강동구",2020. 03,190019,225226,231816,223189,229457,2037,2359
"합계","강동구",2020. 04,191399,226357,233092,224321,230721,2036,2371
"합계","강동구",2020. 05,192334,226900,233794,224869,231443,2031,2351
"합계","강동구",2020. 06,193095,227242,234305,225206,231958,2036,2347
"합계","강동구",2020. 07,193525,227161,234487,225170,232169,1991,2318
"합계","강동구",2020. 08,193924,227064,234514,225103,232227,1961,2287
"합계","강동구",2020. 09,194602,227346,234929,225396,232662,1950,2267
"합계","강동구",2020. 10,195008,227590,235058,225664,232831,1926,2227
"합계","강동구",2020. 11,195334,227503,235192,225631,232973,1872,2219
"합계","강동구",2020. 12,196499,228044,235954,226216,233754,1828,2200
"합계","강동구",2021. 01,197452,228687,236628,226893,234441,1794,2187
"합계","강동구",2021. 02,199039,230022,238123,228256,235952,1766,2171
"합계","강동구",2021. 03,199088,230366,238449,228609,236291,1757,2158
"합계","강동구",2021. 04,199561,230520,238715,228768,236563,1752,2152
"합계","강동구",2021. 05,199931,230566,238790,228812,236647,1754,2143
"합계","강동구",2021. 06,200170,230388,238706,228652,236557,1736,2149
"합계","강동구",2021. 07,200595,230363,238689,228642,236549,1721,2140
"합계","강동구",2021. 08,200791,229905,238335,228196,236215,1709,2120
"합계","강동구",2021. 09,201205,229717,238280,228002,236161,1715,2119
"합계","강동구",2021. 10,201428,229467,238121,227755,235997,1712,2124
"합계","강동구",2021. 11,201521,229151,237964,227436,235829,1715,2135
"합계","강동구",2021. 12,201613,228682,237790,227002,235662,1680,2128
"합계","강동구",2022. 01,201765,228580,237689,226892,235560,1688,2129
"합계","강동구",2022. 02,201906,228291,237500,226605,235367,1686,2133
"합계","강동구",2022. 03,201926,227891,237206,226203,235097,1688,2109
"합계","강동구",2022. 04,202158,227759,237312,226057,235171,1702,2141
"합계","강동구",2022. 05,202489,227765,237501,226062,235355,1703,2146
"합계","강동구",2022. 06,202861,227876,237620,226158,235472,1718,2148
"합계","강동구",2022. 07,203087,227880,237739,226179,235595,1701,2144
"합계","강동구",2022. 08,203320,228018,237949,226311,235798,1707,2151
"합계","강동구",2022. 09,202325,227251,237239,225532,235085,1719,2154
"합계","강동구",2022. 10,202341,227038,237286,225303,235110,1735,2176
"합계","강동구",2022. 11,202283,226994,237228,225243,235015,1751,2213
"합계","강동구",2022. 12,202169,226975,237062,225221,234846,1754,2216
"합계","강동구",2023. 01,202309,227070,237089,225281,234860,1789,2229
"합계","강동구",2023. 02,202589,227077,237223,225280,235000,1797,2223
"합계","강동구",2023. 03,202637,226905,237122,225091,234891,1814,2231
"합계","강동구",2023. 04,202623,226713,236907,224899,234668,1814,2239
"합계","강동구",2023. 05,202725,226506,236832,224690,234585,1816,2247
"합계","강동구",2023. 06,202733,226303,236702,224491,234462,1812,2240
"합계","강동구",2023. 07,202804,226107,236559,224297,234317,1810,2242
"합계","강동구",2023. 08,202884,225920,236552,224100,234300,1820,2252
"합계","강동구",2023. 09,203120,225887,236566,224075,234310,1812,2256
"합계","강동구",2023. 10,203223,225733,236661,223930,234362,1803,2299
"합계","강동구",2023. 11,203463,226046,236911,224240,234584,1806,2327
"합계","강동구",2023. 12,203734,226237,237081,224423,234744,1814,2337
"합계","강동구",2024. 01,203950,226265,237301,224450,234939,1815,2362
"합계","강동구",2024. 02,204606,226794,237894,224986,235529,1808,2365
"합계","강동구",2024. 03,205071,227085,238464,225275,236092,1810,2372
"합계","강동구",2024. 04,205380,227343,238774,225525,236396,1818,2378
"합계","강동구",2024. 05,205658,227489,238937,225656,236563,1833,2374
"합계","강동구",2024. 06,205956,227732,239192,225871,236775,1861,2417
"합계","강동구",2024. 07,206631,228197,239705,226299,237251,1898,2454
"합계","강동구",2024. 08,207239,228882,240332,226983,237852,1899,2480
"합계","강동구",2024. 09,207384,228909,240555,227021,238069,1888,2486
"합계","강동구",2024. 10,207688,229287,240952,227370,238437,1917,2515
"합계","강동구",2024. 11,208850,230530,242242,228578,239706,1952,2536
"합계","강동구",2024. 12,212585,234830,246644,232862,244080,1968,2564
