"자치구별(1)","자치구별(2)",시점,발생량,발생량,발생량,발생량,발생량,발생량,발생량,발생량
"자치구별(1)","자치구별(2)",시점,소계,처리방법,처리방법,처리방법,처리방법,처리방법,처리방법,처리방법
"자치구별(1)","자치구별(2)",시점,소계,매립,소각,재활용,재활용,재활용,재활용,재활용
"자치구별(1)","자치구별(2)",시점,소계,소계,소계,소계,사료화,퇴비화,하수병합,기타
"서울시","강서구",2020,144.1,-,-,144.1,77.6,65.8,-,0.7
"서울시","강서구",2021,131.3,-,-,131.3,68.9,61.1,-,1.4
"서울시","강서구",2022,128.7,-,-,128.7,79.9,44.8,-,3.9
"서울시","강서구",2023,122.3,-,-,122.3,49.4,70.3,-,2.6
"서울시","구로구",2004,85.0,0.5,-,84.5,-,-,-,-
"서울시","구로구",2005,100.0,-,-,100.0,61.0,38.0,-,1.0
"서울시","구로구",2006,109.4,-,-,109.4,45.2,46.3,-,17.9
"서울시","구로구",2007,109.6,-,-,109.6,65.7,43.7,-,0.2
"서울시","구로구",2008,114.4,-,-,114.4,47.3,67.1,-,-
"서울시","구로구",2009,111.8,-,-,111.8,41.1,70.5,-,0.2
"서울시","구로구",2010,108.0,-,-,108.0,47.0,61.0,-,-
"서울시","구로구",2011,106.0,-,-,106.0,31.3,72.1,-,2.6
"서울시","구로구",2012,113.6,-,-,113.6,49.1,61.3,-,3.2
"서울시","구로구",2013,108.7,-,-,108.7,41.8,64.0,-,2.9
"서울시","구로구",2014,116.6,-,-,116.6,45.5,71.1,-,-
"서울시","구로구",2015,112.2,-,-,112.2,65.6,46.6,-,-
"서울시","구로구",2016,112.9,-,-,112.9,66.3,46.6,-,-
"서울시","구로구",2017,102.3,-,-,102.3,56.7,45.5,-,0.1
"서울시","구로구",2018,96.8,-,-,96.8,52.9,43.6,-,0.3
"서울시","구로구",2019,94.6,-,-,94.6,8.7,85.8,-,0.1
"서울시","구로구",2020,82.2,-,-,82.2,-,79.8,-,2.3
"서울시","구로구",2021,81.8,-,-,81.8,7.1,72.8,-,1.9
"서울시","구로구",2022,77.4,-,-,77.4,51.4,20.1,-,5.8
"서울시","구로구",2023,77.4,-,-,77.4,53.5,22.1,-,1.8
"서울시","금천구",2004,52.3,6.1,-,46.2,-,-,-,-
"서울시","금천구",2005,65.0,-,-,65.0,-,65.0,-,-
"서울시","금천구",2006,66.2,-,-,66.2,-,66.2,-,-
"서울시","금천구",2007,72.1,-,-,72.1,10.0,62.1,-,-
"서울시","금천구",2008,78.4,-,-,78.4,31.5,46.9,-,-
"서울시","금천구",2009,79.1,-,-,79.1,28.1,51.0,-,-
"서울시","금천구",2010,80.1,-,-,80.1,22.5,52.6,-,5.0
"서울시","금천구",2011,79.8,-,-,79.8,47.2,31.3,-,1.3
"서울시","금천구",2012,75.4,-,-,75.4,30.3,33.8,-,11.3
"서울시","금천구",2013,67.8,-,-,67.8,54.5,13.3,-,0.0
"서울시","금천구",2014,68.4,-,-,68.4,55.4,13.0,-,-
"서울시","금천구",2015,65.8,-,-,65.8,64.5,1.3,-,-
"서울시","금천구",2016,64.7,-,-,64.7,62.4,2.3,-,-
"서울시","금천구",2017,59.6,-,-,59.6,59.6,-,-,-
"서울시","금천구",2018,59.0,-,-,59.0,17.0,5.3,-,36.7
"서울시","금천구",2019,59.1,-,-,59.1,13.2,1.8,-,44.1
"서울시","금천구",2020,55.0,-,-,55.0,46.8,2.7,-,5.5
"서울시","금천구",2021,55.5,-,-,55.5,49.9,4.6,-,1.0
"서울시","금천구",2022,55.2,-,-,55.2,10.9,6.7,-,37.6
"서울시","금천구",2023,53.1,-,-,53.1,44.7,7.1,-,1.3
"서울시","영등포구",2004,133.8,21.3,-,112.5,-,-,-,-
"서울시","영등포구",2005,181.0,-,-,181.0,100.0,81.0,-,-
"서울시","영등포구",2006,191.1,-,-,191.1,101.1,90.0,-,-
"서울시","영등포구",2007,196.8,-,-,196.8,99.3,97.5,-,-
"서울시","영등포구",2008,209.8,-,-,209.8,71.4,138.4,-,-
"서울시","영등포구",2009,206.9,-,-,206.9,65.1,141.8,-,-
"서울시","영등포구",2010,207.0,-,-,207.0,66.5,140.5,-,-
"서울시","영등포구",2011,206.9,-,-,206.9,67.1,139.8,-,-
"서울시","영등포구",2012,199.2,-,-,199.2,73.2,126.0,-,-
"서울시","영등포구",2013,140.8,-,-,140.8,52.0,88.8,-,-
"서울시","영등포구",2014,137.1,-,-,137.1,70.1,67.0,-,-
"서울시","영등포구",2015,160.7,-,-,160.7,70.8,89.9,-,-
"서울시","영등포구",2016,155.0,-,-,155.0,69.1,85.9,-,-
"서울시","영등포구",2017,154.5,-,-,154.5,100.7,53.8,-,-
"서울시","영등포구",2018,134.3,-,-,134.3,22.7,111.4,-,0.2
"서울시","영등포구",2019,146.4,-,-,146.4,47.1,99.2,-,0.1
"서울시","영등포구",2020,136.5,-,-,136.5,67.4,68.4,-,0.8
"서울시","영등포구",2021,131.6,-,-,131.6,89.9,40.8,-,1.0
"서울시","영등포구",2022,134.8,-,-,134.8,105.4,28.4,-,1.1
"서울시","영등포구",2023,133.2,-,-,133.2,89.5,42.4,-,1.3
"서울시","동작구",2004,90.4,2.7,-,87.7,-,-,-,-
"서울시","동작구",2005,107.0,-,-,107.0,46.0,57.0,-,4.0
"서울시","동작구",2006,107.4,-,-,107.4,73.3,34.2,-,-
"서울시","동작구",2007,114.7,-,-,114.7,93.7,21.0,-,-
"서울시","동작구",2008,122.6,-,-,122.6,98.8,23.8,-,-
"서울시","동작구",2009,120.6,-,-,120.6,95.9,24.7,-,-
"서울시","동작구",2010,86.1,-,-,86.1,76.3,9.8,-,-
"서울시","동작구",2011,108.3,-,-,108.3,108.3,-,-,-
"서울시","동작구",2012,114.9,-,-,114.9,114.9,-,-,-
"서울시","동작구",2013,106.3,-,-,106.3,106.3,-,-,-
"서울시","동작구",2014,115.6,-,-,115.6,115.6,-,-,-
"서울시","동작구",2015,106.2,-,-,106.2,105.5,0.7,-,-
"서울시","동작구",2016,99.0,-,-,99.0,96.2,2.8,-,-
"서울시","동작구",2017,91.5,-,-,91.5,87.5,4.0,-,-
"서울시","동작구",2018,91.1,-,-,91.1,84.2,3.9,-,3.0
"서울시","동작구",2019,92.8,-,-,92.8,85.5,7.3,-,-
"서울시","동작구",2020,85.3,-,-,85.3,79.0,6.3,-,-
"서울시","동작구",2021,80.7,-,-,80.7,3.2,77.2,-,0.4
"서울시","동작구",2022,80.6,-,-,80.6,73.9,6.2,-,0.5
"서울시","동작구",2023,78.8,-,-,78.8,70.1,8.5,-,0.2
"서울시","관악구",2004,103.0,12.9,-,90.1,-,-,-,-
"서울시","관악구",2005,118.0,-,-,118.0,25.0,93.0,-,-
"서울시","관악구",2006,130.3,-,-,130.3,47.1,82.6,-,0.5
"서울시","관악구",2007,133.8,-,-,133.8,36.5,96.3,-,1.0
"서울시","관악구",2008,128.9,-,-,128.9,57.5,69.9,-,1.5
"서울시","관악구",2009,126.1,-,-,126.1,67.5,58.6,-,-
"서울시","관악구",2010,128.0,-,-,128.0,78.7,49.3,-,-
"서울시","관악구",2011,120.6,-,-,120.6,51.8,68.0,-,0.8
"서울시","관악구",2012,121.6,-,-,121.6,50.3,68.3,-,3.0
"서울시","관악구",2013,101.0,-,-,101.0,85.0,16.0,-,-
"서울시","관악구",2014,119.1,-,-,119.1,100.0,19.1,-,-
"서울시","관악구",2015,116.8,-,-,116.8,95.1,21.7,-,-
"서울시","관악구",2016,115.3,-,-,115.3,61.3,54.0,-,-
"서울시","관악구",2017,110.3,-,-,110.3,59.4,50.9,-,-
"서울시","관악구",2018,110.3,-,-,110.3,100.2,10.1,-,-
"서울시","관악구",2019,105.6,-,-,105.6,73.6,5.3,-,26.7
"서울시","관악구",2020,94.2,-,-,94.2,90.4,3.6,-,0.2
"서울시","관악구",2021,91.8,-,-,91.8,88.0,3.6,-,0.2
"서울시","관악구",2022,92.5,-,-,92.5,87.5,4.6,-,0.3
"서울시","관악구",2023,86.0,-,-,86.0,80.1,5.6,-,0.3
"서울시","서초구",2004,130.2,2.5,-,127.7,-,-,-,-
"서울시","서초구",2005,161.0,-,-,161.0,76.0,56.0,-,29.0
"서울시","서초구",2006,172.6,-,-,172.6,52.3,117.8,-,2.5
"서울시","서초구",2007,196.3,-,-,196.3,114.8,77.6,-,3.9
"서울시","서초구",2008,194.4,-,-,194.4,77.8,98.4,-,18.2
"서울시","서초구",2009,192.8,-,-,192.8,111.4,78.1,-,3.3
"서울시","서초구",2010,184.3,-,-,184.3,95.0,79.3,-,10.0
"서울시","서초구",2011,189.3,-,-,189.3,113.4,75.9,-,-
"서울시","서초구",2012,191.6,-,-,191.6,112.8,78.8,-,-
"서울시","서초구",2013,193.1,-,-,193.1,125.5,67.6,-,-
"서울시","서초구",2014,187.6,-,-,187.6,120.1,67.5,-,-
"서울시","서초구",2015,206.0,-,-,206.0,113.2,92.8,-,-
"서울시","서초구",2016,182.4,-,-,182.4,107.5,74.9,-,-
"서울시","서초구",2017,179.0,-,-,179.0,123.7,55.3,-,-
"서울시","서초구",2018,175.7,-,-,175.7,105.5,69.4,-,0.8
"서울시","서초구",2019,180.2,-,-,180.2,101.2,79.0,-,-
"서울시","서초구",2020,155.8,-,-,155.8,86.6,54.3,-,14.9
"서울시","서초구",2021,147.4,-,-,147.4,91.4,40.8,-,15.2
"서울시","서초구",2022,144.5,-,-,144.5,72.8,42.3,-,29.3
"서울시","서초구",2023,138.1,-,-,138.1,87.2,14.1,-,36.9
"서울시","강남구",2004,299.0,-,-,299.0,-,-,-,-
"서울시","강남구",2005,305.0,-,-,305.0,177.0,128.0,-,-
"서울시","강남구",2006,310.5,-,-,310.5,70.1,239.7,-,0.8
"서울시","강남구",2007,329.9,-,-,329.9,81.6,246.8,-,1.5
"서울시","강남구",2008,341.8,-,-,341.8,93.7,246.1,-,2.0
"서울시","강남구",2009,341.8,-,-,341.8,87.5,254.3,-,-
"서울시","강남구",2010,340.3,-,-,340.3,133.8,191.5,-,15.0
"서울시","강남구",2011,342.5,-,-,342.5,178.0,155.2,-,9.3
"서울시","강남구",2012,340.0,-,-,340.0,231.9,102.3,-,5.8
"서울시","강남구",2013,276.8,-,-,276.8,224.6,46.2,-,6.0
"서울시","강남구",2014,342.3,-,-,342.3,282.3,60.0,-,-
"서울시","강남구",2015,272.2,-,-,272.2,188.0,47.3,-,36.9
"서울시","강남구",2016,287.0,-,-,287.0,231.2,55.8,-,-
"서울시","강남구",2017,261.8,-,-,261.8,220.5,33.6,-,7.7
"서울시","강남구",2018,269.5,-,-,269.5,225.8,25.6,-,18.1
"서울시","강남구",2019,271.6,-,-,271.6,224.0,47.6,-,-
"서울시","강남구",2020,242.6,-,-,242.6,192.5,22.6,-,27.5
"서울시","강남구",2021,231.1,-,-,231.1,184.6,44.1,-,2.5
"서울시","강남구",2022,245.4,-,-,245.4,188.6,53.1,-,3.7
"서울시","강남구",2023,235.3,-,-,235.3,191.8,40.1,-,3.3
"서울시","송파구",2004,226.8,1.8,-,225.0,-,-,-,-
"서울시","송파구",2005,292.0,-,-,292.0,102.0,190.0,-,-
"서울시","송파구",2006,289.0,-,-,289.0,73.4,215.6,-,-
"서울시","송파구",2007,283.1,-,-,283.1,76.7,201.6,-,4.8
"서울시","송파구",2008,297.7,-,-,297.7,35.1,262.6,-,-
"서울시","송파구",2009,322.2,-,-,322.2,104.1,218.1,-,-
"서울시","송파구",2010,281.5,-,-,281.5,72.0,207.3,-,2.2
"서울시","송파구",2011,274.0,-,-,274.0,177.7,73.5,-,22.8
"서울시","송파구",2012,223.3,-,-,223.3,194.7,10.5,-,18.1
"서울시","송파구",2013,186.8,-,-,186.8,183.9,-,-,2.9
"서울시","송파구",2014,184.7,-,-,184.7,184.7,-,-,-
"서울시","송파구",2015,221.0,-,-,221.0,221.0,-,-,-
"서울시","송파구",2016,207.1,-,-,207.1,170.7,5.7,-,30.7
"서울시","송파구",2017,188.7,-,-,188.7,187.1,1.6,-,-
"서울시","송파구",2018,217.7,-,-,217.7,15.2,202.5,-,-
"서울시","송파구",2019,226.7,-,-,226.7,186.4,40.3,-,-
"서울시","송파구",2020,208.5,-,-,208.5,177.7,28.3,-,2.4
"서울시","송파구",2021,210.9,-,-,210.9,159.6,50.5,-,0.9
"서울시","송파구",2022,212.8,-,-,212.8,204.7,6.5,-,1.6
"서울시","송파구",2023,187.3,-,-,187.3,181.3,5.6,-,0.4
"서울시","강동구",2004,100.7,6.5,-,94.2,-,-,-,-
"서울시","강동구",2005,113.0,-,-,113.0,93.0,19.0,-,1.0
"서울시","강동구",2006,113.1,-,-,113.1,95.5,17.1,-,0.5
"서울시","강동구",2007,109.0,-,-,109.0,92.2,16.8,-,-
"서울시","강동구",2008,111.5,-,-,111.5,111.5,-,-,-
"서울시","강동구",2009,117.2,-,-,117.2,117.2,-,-,-
"서울시","강동구",2010,118.3,-,-,118.3,115.8,2.5,-,-
"서울시","강동구",2011,126.0,-,-,126.6,126.6,-,-,-
"서울시","강동구",2012,120.9,-,-,120.9,18.2,40.5,28.0,34.2
"서울시","강동구",2013,121.6,-,-,121.6,28.2,0.3,-,93.1
"서울시","강동구",2014,125.4,-,-,125.4,125.4,-,-,-
"서울시","강동구",2015,131.5,-,-,131.5,131.5,-,-,-
"서울시","강동구",2016,122.5,-,-,122.5,122.0,0.5,-,-
"서울시","강동구",2017,114.6,-,-,114.6,111.2,3.3,-,0.1
"서울시","강동구",2018,110.0,-,-,110.0,57.5,6.5,-,46.0
"서울시","강동구",2019,113.5,-,-,113.5,106.3,7.2,-,-
"서울시","강동구",2020,110.4,-,-,110.4,63.8,43.5,-,3.0
"서울시","강동구",2021,116.6,-,-,116.6,108.1,4.6,-,3.8
"서울시","강동구",2022,113.1,-,-,113.1,102.8,7.9,-,2.4
"서울시","강동구",2023,105.6,-,-,105.6,101.4,3.7,-,0.5
