대분류,자치구,연도,발생량,재활용_합계,재활용,음식물,소각,매립,기타
계,종로구,2009,385.4,242.9,121.5,121.4,98.8,43.7,
계,종로구,2010,439.0,288.0,154.1,133.9,85.7,65.3,
계,종로구,2011,411.0,261.1,157.9,103.2,85.4,64.5,
계,종로구,2012,386.6,268.9,159.9,109.0,102.8,14.9,
계,종로구,2013,354.7,222.5,106.9,115.6,98.8,33.4,
계,종로구,2014,365.4,227.4,107.9,119.5,103.9,34.1,
계,종로구,2015,324.4,200.5,103.7,96.8,91.9,32.0,
계,종로구,2016,406.0,227.2,119.3,107.9,142.5,36.3,
계,종로구,2017,375.1,227.7,122.3,105.4,109.6,37.8,
계,종로구,2018,362.7,234.7,133.9,100.8,86.1,41.9,
계,종로구,2019,339.9,219.6,124.5,95.1,79.9,40.3,0.1
계,종로구,2020,96692.0,56165.0,28337.0,27828.0,30536.0,9466.0,525.0
계,종로구,2021,83878.0,45404.0,20135.0,25269.0,30427.0,7518.0,529.0
계,종로구,2022,104369.0,62003.0,33722.0,28281.0,35421.0,6635.0,310.0
계,종로구,2023,97419.0,54632.0,25469.0,29163.0,35774.0,5645.0,1368.0
계,종로구,2024,98887.0,58688.0,29130.0,29559.0,35903.0,3869.0,427.0
계,중구,2000,513.6,225.6,131.0,94.6,0.8,287.2,
계,중구,2001,587.1,282.4,188.5,93.9,1.1,303.6,
계,중구,2002,550.1,241.9,150.4,91.5,1.4,306.8,
계,중구,2003,546.7,259.7,150.4,109.3,2.4,284.6,
계,중구,2004,512.5,241.3,138.8,102.5,1.9,269.3,
계,중구,2005,485.4,269.7,129.1,140.6,153.9,61.8,
계,중구,2006,499.3,277.7,127.9,149.9,182.6,39.0,
계,중구,2007,501.8,277.7,136.5,141.2,195.6,28.5,
계,중구,2008,621.3,405.3,261.8,143.5,184.6,31.4,
계,중구,2009,487.4,290.7,147.4,143.3,155.3,41.4,
계,중구,2010,529.2,288.4,148.4,140.0,198.1,42.7,
계,중구,2011,562.9,318.2,175.5,142.7,203.3,41.4,
계,중구,2012,553.4,330.5,182.6,147.9,208.6,14.3,
계,중구,2013,507.9,327.9,196.5,131.4,166.7,13.3,
계,중구,2014,504.5,317.1,187.1,130.0,168.0,19.4,
계,중구,2015,500.3,315.1,187.3,127.8,164.5,20.7,
계,중구,2016,499.2,312.2,186.1,126.1,167.0,20.0,
계,중구,2017,446.0,225.4,118.0,107.4,183.1,37.5,
계,중구,2018,429.7,241.5,126.7,114.8,147.0,41.2,
계,중구,2019,413.7,224.3,136.5,87.8,133.9,55.5,
계,중구,2020,130842.0,72461.0,43148.0,29313.0,47006.0,11375.0,
계,중구,2021,108816.0,50113.0,21472.0,28641.0,48862.0,9611.0,229.0
계,중구,2022,118766.0,66571.0,31899.0,34672.0,43571.0,8318.0,306.0
계,중구,2023,132481.0,78731.0,41777.0,36954.0,45292.0,6595.0,1862.0
계,중구,2024,133576.0,85767.0,47751.0,38016.0,41851.0,4641.0,1318.0
계,중랑구,2000,366.8,151.0,107.0,44.0,2.6,213.2,
계,중랑구,2001,334.6,125.9,86.1,39.8,3.1,205.6,
계,중랑구,2002,339.9,139.0,102.0,37.0,6.3,194.6,
계,중랑구,2003,340.2,142.2,106.6,35.6,11.3,186.7,
계,중랑구,2004,319.5,163.6,91.1,72.5,6.1,149.8,
계,중랑구,2005,342.8,221.4,140.9,80.5,5.9,115.5,
계,중랑구,2006,339.6,183.7,103.7,80.1,9.1,146.8,
계,중랑구,2007,359.3,169.7,89.0,80.7,71.2,118.4,
계,중랑구,2008,292.0,169.1,92.4,76.7,76.0,46.9,
계,중랑구,2009,393.5,285.5,210.6,74.9,86.6,21.4,
계,중랑구,2010,214.9,124.0,27.3,96.7,65.7,25.2,
계,중랑구,2011,213.1,110.5,18.9,91.6,91.1,11.5,
계,중랑구,2012,222.5,124.5,27.1,97.4,90.8,7.2,
계,중랑구,2013,227.4,127.1,24.5,102.6,86.4,13.9,
계,중랑구,2014,369.4,262.0,159.6,102.4,83.8,23.6,
계,중랑구,2015,392.1,287.9,188.3,99.6,88.9,15.3,
계,중랑구,2016,387.9,283.6,190.4,93.2,90.0,14.3,
계,중랑구,2017,361.3,263.5,172.8,90.7,81.7,16.1,
계,중랑구,2018,391.9,281.7,192.9,88.8,84.2,26.0,
계,중랑구,2019,330.5,223.1,186.0,37.1,89.3,17.7,0.4
계,중랑구,2020,123561.0,82943.0,51207.0,31736.0,33840.0,6778.0,
계,중랑구,2021,105213.0,64188.0,33497.0,30691.0,33476.0,7527.0,23.0
계,중랑구,2022,104375.0,63404.0,32872.0,30532.0,33253.0,6819.0,900.0
계,중랑구,2023,96847.0,57284.0,28112.0,29172.0,35055.0,4233.0,275.0
계,중랑구,2024,107223.0,66826.0,37464.0,29362.0,37416.0,2942.0,39.0
