대분류,자치구,연도,발생량,재활용_합계,재활용,음식물,소각,매립,기타,주민1인당_생활폐기물_kg_일,생활계폐기물_톤_일,주민수,재활용총량_발생량,재활용총량_재활용량,생활폐기물재활용통계_발생량,생활폐기물재활용통계_재활용량,음식물폐기물_발생량,음식물폐기물_재활용량,사업장배출시설계_발생량,사업장배출시설계_재활용량,건설폐기물_발생량,건설폐기물_재활용량,지정폐기물_발생량,지정폐기물_재활용량,재활용률,음식물총량,가정_소계,가정_단독주택,가정_공동주택,가정_소형음식점,다량배출사업장_소계,다량배출사업장_집단급식소,다량배출사업장_음식점200이상,다량배출사업장_대규모점포,다량배출사업장_농수산시장,다량배출사업장_관광숙박시설,사업장폐기물배출자_소계,사업장폐기물배출자_집단급식소,사업장폐기물배출자_음식점200이상,사업장폐기물배출자_대규모점포,사업장폐기물배출자_농수산시장,사업장폐기물배출자_관광숙박시설
계,관악구,2015,337.9,209.7,92.9,116.8,30.1,98.1,,0.64,337.9,529031,1319.5,1185.9,221.1,92.9,116.8,116.8,18.6,18.6,963,957.6,8.2,2.9,,116.8,99.8,54.1,34.5,11.2,17,6.6,8.9,1.5,,,,,,,,
계,관악구,2016,339.7,212.9,97.6,115.3,55.1,71.7,,0.65,339.7,525607,1523.3,1391,224.4,97.6,115.3,115.3,0.7,0.7,1182.9,1177.4,9.7,4.3,,115.3,98.4,55.2,30.8,12.4,16.9,6.6,9,1.3,,,,,,,,
계,관악구,2017,361.8,231.4,121.2,110.2,66.6,63.8,,0.69,361.8,520929,1422.8,1282.3,251.6,121.2,110.2,110.2,0.1,,1060.9,1050.9,7.5,2.9,,110.3,93.6,50,29.4,14.2,16.7,6.7,8.9,1.1,,,,,,,,
계,관악구,2018,436.8,315.9,205.6,110.3,36.7,84.2,,0.84,436.8,520040,1506.9,1377.6,326.5,205.6,110.3,110.3,1.3,1.3,1068.8,1060.4,7.8,2.9,,110.3,93.9,49.7,29.6,14.6,16.4,6.2,9.2,1,,,,,,,,
계,관악구,2019,434.7,313.2,221.9,91.3,37.7,83.7,0.1,0.84,434.7,517334,1658.6,1530.2,329.1,207.6,105.6,105.6,0.4,0.4,1223.5,1216.6,7.9,3,,105.6,90.7,48.7,29.4,12.6,14.1,5.7,7.9,0.5,,,0.8,,,0.8,,
계,관악구,2020,146977,103521,69067,34454,11177,32279,,0.79,401.6,509803,594421,550115,146977,103521,,,355,299,447090,446296,2654,1140,92.5,94.2,85.6,53,18.6,14,7.1,2.4,4.8,,,,1.5,0.7,,0.8,,
계,관악구,2021,146143,87868,54392,33476,40409,17867,,0.8,400.4,499449,631167,572074,146143,87868,,,12576,12565,472448,471641,3081,1197,90.6,91.8,83.2,45.7,20.5,17,7.5,3.8,3.6,0.1,,,1.1,0.6,,0.5,,
계,관악구,2022,161574,109513,75883,33630,32082,19980,,0.88,442.7,501226,489967,437884,161574,109513,,,230,230,328164,328142,3025,1027,89.4,92.5,82.4,42.9,18.9,20.5,8.2,4.2,3.9,0,,,1.9,,0.1,1.9,,
계,관악구,2023,146875,97385,65990,31395,31360,18067,63,0.81,402.4,497883,398470,348919,146875,97385,,,857,846,250737,250688,2818,855,87.6,86,75.6,41.6,17.7,16.3,9.3,4.4,4.9,,,,1.1,0.2,,0.9,,
계,관악구,2024,149864,111384,80526,30858,24650,13830,,0.83,409.5,495620,345294,306716,149864,111384,,,749,708,194682,194624,2793,864,88.8,,,,,,,,,,,,,,,,,
계,광진구,2000,352.8,155,113,42,5.1,192.7,,,,,,346,,158,,,,34,,154,,,,,,,,,,,,,,,,,,,,
계,광진구,2001,356.8,132.6,86.9,45.7,5.6,218.6,,,,,,1115,,133,,,,57,,926,,,,,,,,,,,,,,,,,,,,
계,광진구,2002,475,247.6,202.3,45.3,7.6,219.8,,,,,,1203,,248,,,,58,,898,,,,,,,,,,,,,,,,,,,,
계,광진구,2003,465.1,285.4,229.1,56.3,8.9,170.8,,,,,,1314,,285,,,,41,,988,,,,,,,,,,,,,,,,,,,,
계,광진구,2004,470.6,304.7,231.7,73,8.1,157.8,,,,,,658,,238,,67,,51,,303,,2,,,,,,,,,,,,,,,,,,
계,광진구,2005,410.4,302.5,198.2,104.3,9.6,98.3,,,,,,995,,198,,104,,42,,651,,2,,,,,,,,,,,,,,,,,,
계,광진구,2006,437.6,308.2,204.7,103.5,13.6,115.8,,,,,,1104,,151,,104,,5,,844,,2,,,,,,,,,,,,,,,,,,
계,광진구,2007,357.2,226.4,131,95.4,41.6,89.2,,,,,,736,,131,,95,,59,,451,,2,,,,,,,,,,,,,,,,,,
계,광진구,2008,376.3,246.4,151.3,95.1,89.4,40.5,,,,,,943,,151,,95,,47,,650,,1,,,,,,,,,,,,,,,,,,
계,광진구,2009,382.7,278.3,178.8,99.5,89,15.4,,0.99,382.7,386513,,833,,179,,100,,52,,503,,2,,,,,,,,,,,,,,,,,,
계,광진구,2010,392.3,288.6,188.5,100.1,76,27.7,,1.01,392.3,388775,1145.9,1038.5,292.2,188.5,100.1,100.1,41.1,41.1,712.5,708.8,5.6,2.2,,,,,,,,,,,,,,,,,,
계,광진구,2011,365.2,270.5,165.6,104.9,64,30.7,,0.94,365.2,386673,1184.3,1087,260.4,165.7,104.8,104.8,39.4,39.4,779.7,777.1,8.1,3.7,,,,,,,,,,,,,,,,,,
계,광진구,2012,368.5,276.6,163.7,112.9,68.6,23.3,,0.96,368.5,384269,1037.8,940.2,255.6,163.7,112.9,112.9,15.1,15.1,654.2,648.5,5.5,1.7,,,,,,,,,,,,,,,,,,
계,광진구,2013,379.3,285.8,186.9,98.9,66.3,27.2,,0.99,379.3,381439,1023,925.3,280.4,186.9,98.9,98.9,14,14,629.7,625.5,5.1,1.6,,,,,,,,,,,,,,,,,,
계,광진구,2014,348.9,254.6,150.1,104.5,60.2,34.1,,0.92,348.9,377375,1099.4,997.2,244.4,150.1,104.5,104.5,11.6,11.6,738.9,731,5.8,1.8,,104.5,87.2,57.3,20.9,9,17.3,4.1,8.1,2.6,,2.5,,,,,,
계,광진구,2015,339.4,250.4,146.2,104.2,61.4,27.6,,0.9,339.4,375180,1719.8,1622,235.2,146.2,104.2,104.2,13.2,13.2,1367.2,1358.4,6.5,2.1,,104.2,85.9,57.2,20.3,8.4,18.3,6.8,7.8,2.5,,1.2,,,,,,
계,광진구,2016,326.3,240.8,138.2,102.6,64.1,21.4,,0.88,326.3,372104,1457.4,1363.8,223.7,138.2,102.6,102.6,24.1,24.1,1107,1098.9,6.8,2,,102.6,82.3,55.2,19.2,7.9,20.3,4.4,6.8,5.9,,3.2,,,,,,
계,광진구,2017,319.2,239.3,140.2,99.1,61.6,18.3,,0.86,319.2,372298,1090.9,1002.8,220.1,140.2,99.1,99.1,22.3,22.2,749.4,741.3,6.2,1.4,,99,77.8,52.4,18.5,6.9,21.2,5.1,5.4,5.5,,5.2,,,,,,
계,광진구,2018,342.5,263.3,168.2,95.1,57.5,21.7,,0.92,342.5,371063,1250.8,1164.8,247.4,168.2,95.1,95.1,20.1,20,888.2,881.5,7.3,1.9,,95.1,77.4,51.9,19.2,6.3,17.7,5.2,4.9,2.7,,4.9,,,,,,
계,광진구,2019,333.9,253.2,158.7,94.5,59.1,21.2,0.4,0.91,333.9,366972,1373.2,1289.3,241.2,160.5,92.7,92.7,26.5,26.4,1012.8,1009.7,6.2,1.1,,92.7,76.7,53.9,15.7,7.1,9.3,4.6,4.6,,,0,6.7,,,2.5,,4.1
계,광진구,2020,125579,87415,55637,31778,30325,7823,15,0.95,343.1,360109,577749,536415,125579,87415,,,12796,12629,439375,436370,2310,525,92.8,86.8,73.5,52.4,15.4,5.6,6,2.9,3.2,,,,7.3,,,2.8,,4.4
계,광진구,2021,91428,62681,32505,30176,18288,10459,,0.71,250.5,352627,441364,411748,91428,62681,,,2458,2352,347478,346716,2742,693,93.3,82.7,69.3,39.7,19.8,9.8,6.3,3.5,2.7,,,0,7.1,,,2.6,,4.5
계,광진구,2022,120644,95246,64919,30328,16497,8595,306,0.94,330.5,351252,346006,320483,120644,95246,,,2278,2214,223084,223023,2775,549,92.6,83.3,68.7,34.5,18.8,15.4,7,3.9,3.1,,,0.1,7.6,0.1,,2.4,,5
계,광진구,2023,104709,67412,36984,30428,29242,8048,8,0.82,286.9,351180,219608,182281,104709,67412,,,2011,1994,112888,112875,2412,556,83,83.4,67.8,23.8,20.5,23.5,8.8,5.1,3.7,,,0,6.8,0.2,,2.4,,4.2
계,광진구,2024,107234,71082,41987,29096,27968,8176,8,0.84,293,348652,263852,227069,107234,71082,,,1264,646,155354,155341,2216,483,86.1,,,,,,,,,,,,,,,,,
계,구로구,2000,351.7,168,112,56,41.3,142.4,,,,,,402,,182,,,,,,220,,,,,,,,,,,,,,,,,,,,
계,구로구,2001,405.2,215.5,142.6,72.9,119,70.7,,,,,,719,,216,,,,4,,499,,,,,,,,,,,,,,,,,,,,
계,구로구,2002,425.9,232.1,163,69.1,103.1,90.7,,,,,,510,,232,,,,2,,275,,,,,,,,,,,,,,,,,,,,
계,구로구,2003,444.2,259.4,175.7,83.7,111.8,73,,,,,,489,,259,,,,5,,225,,,,,,,,,,,,,,,,,,,,
계,구로구,2004,385.9,227.5,142.5,85,112.3,46.1,,,,,,393,,143,,85,,2,,163,,21,,,,,,,,,,,,,,,,,,
계,구로구,2005,416.6,246.1,146.1,100,123.3,47.2,,,,,,1104,,146,,100,,8,,850,,3,,,,,,,,,,,,,,,,,,
계,구로구,2006,440.3,280.3,170.9,109.4,133.8,26.2,,,,,,1362,,181,,109,,5,,1067,,2,,,,,,,,,,,,,,,,,,
계,구로구,2007,435.7,282.6,173,109.6,128.4,24.7,,,,,,1565,,173,,110,,3,,1279,,4,,,,,,,,,,,,,,,,,,
계,구로구,2008,441.8,295.4,181,114.4,128.5,17.9,,,,,,1147,,181,,114,,5,,846,,3,,,,,,,,,,,,,,,,,,
계,구로구,2009,430.1,290.6,178.8,111.8,129.6,9.9,,0.96,430.1,449613,,1345,,179,,112,,5,,1049,,2,,,,,,,,,,,,,,,,,,
계,구로구,2010,308.1,170.1,62.1,108,129,9,,0.68,308.1,452667,1277,1097.3,200.1,62.1,108,108,6.7,5.4,962.2,921.8,8.7,2,,,,,,,,,,,,,,,,,,
계,구로구,2011,276.7,139,33,106,119,18.7,,0.6,276.7,458908,1647,1481.9,170.7,33,106,106,5.4,4.3,1364.9,1338.6,6,2.1,,,,,,,,,,,,,,,,,,
계,구로구,2012,285.7,152.4,38.8,113.6,128.8,4.5,,0.63,285.7,454478,1197.8,1006.2,172.1,38.8,113.6,113.6,4.7,3.5,907.4,850.3,8.6,2.8,,,,,,,,,,,,,,,,,,
계,구로구,2013,278.5,139.7,31,108.7,122.3,16.5,,0.62,278.5,452168,974,759,169.8,31,108.7,108.7,4.6,3.4,690.9,615.9,7,2.3,,,,,,,,,,,,,,,,,,
계,구로구,2014,322.5,186.9,70.3,116.6,118.3,17.3,,0.71,322.5,457131,1002.1,790.3,205.9,70.3,116.6,116.6,4.8,3.6,674.8,599.8,12.8,3.3,,116.6,95.9,30.5,50.5,14.9,20.7,3.9,8.5,8.3,,,,,,,,
계,구로구,2015,314.7,176.4,64.2,112.2,114.3,24,,0.69,314.7,454604,1175.7,951.7,202.5,64.2,112.2,112.2,5,3.7,856,771.6,13.9,3.6,,112.2,87.5,31.8,41.9,13.8,24.7,6.3,6.3,11.7,,0.4,,,,,,
계,구로구,2016,318.2,177.2,64.3,112.9,107.4,33.6,,0.71,318.2,449600,1445.2,1235.9,205.3,64.3,112.9,112.9,4.9,1.3,1122.1,1057.4,14.7,3.4,,112.9,80.7,32.3,33.2,15.2,32.2,6.6,7.1,18.1,,0.4,,,,,,
계,구로구,2017,310.8,174.5,72.2,102.3,107.7,28.6,,0.7,310.8,441559,1454.2,1250.5,208.5,72.2,102.3,102.3,4.2,1.4,1139.2,1074.6,8.2,2,,102.3,76.8,30.7,31.5,14.6,25.5,7.1,7.3,10.4,,0.7,,,,,,
계,구로구,2018,319.4,172.8,76,96.8,119.6,27,,0.73,319.4,438486,1423.5,1210.2,222.6,76,96.8,96.8,3.8,1.3,1100.3,1036.1,9.7,2.3,,96.8,72.4,27.3,30.8,14.3,24.4,8,8.5,6.9,,1,,,,,,
계,구로구,2019,326.5,171,74.1,96.9,124.5,30.9,0.1,0.74,326.5,439371,1324.8,1109.2,231.9,76.4,94.6,94.6,3.6,3.2,994.7,935,8.6,2.2,,94.6,68.8,3.8,32.7,32.3,17.7,6.7,7.2,2.5,,1.2,8.1,1.8,,6.3,,
계,구로구,2020,120646,63150,33108,30042,39947,17541,8,0.76,329.6,432488,464794,394853,120646,63150,,,749,618,343400,331085,3141,909,85,82.2,63.1,17.6,28.3,17.1,14.5,5.7,5.8,2.5,,0.5,4.6,1,,3.5,,
계,구로구,2021,136224,76846,46994,29852,40405,18687,287,0.89,373.2,421163,443574,363386,136224,76846,,,980,867,306369,285674,3901,1112,81.9,81.8,63.1,19,30.5,13.6,13.3,6.4,4.6,1.7,,0.6,5.4,1.4,,4,,
계,구로구,2022,134033,80101,51349,28752,37846,15879,208,0.88,367.2,418418,509276,455054,134033,80101,,,1581,1493,373662,373460,3636,1089,89.4,77.4,59.5,16.5,26.5,16.5,13.6,5.9,5.2,1.7,,0.8,4.2,1.1,,3.1,,
계,구로구,2023,171610,119509,91264,28245,39364,12648,89,1.13,470.2,415651,442207,389916,171610,119509,,,1504,1371,269093,269036,3443,979,88.2,77.4,58.4,15.2,24.7,18.5,13.1,6.2,5.3,0.5,,1.1,5.9,,,5.9,,
계,구로구,2024,122831,71343,43017,28325,44102,7011,375,0.81,335.6,411916,298919,243815,122831,71343,,,4102,734,171986,171739,3490,1159,81.6,,,,,,,,,,,,,,,,,
계,금천구,2000,321.7,162.7,133,29.7,5.5,153.5,,,,,,479,,153,,,,3,,323,,,,,,,,,,,,,,,,,,,,
계,금천구,2001,365.4,204.7,155,49.7,8.3,152.4,,,,,,498,,205,,,,3,,290,,,,,,,,,,,,,,,,,,,,
계,금천구,2002,342.8,188.5,145.6,42.9,8.6,145.7,,,,,,402,,189,,,,2,,212,,,,,,,,,,,,,,,,,,,,
계,금천구,2003,342,199.5,146.6,52.9,10.4,132.1,,,,,,939,,200,,,,2,,738,,,,,,,,,,,,,,,,,,,,
계,금천구,2004,324.7,192,139.7,52.3,5.9,126.8,,,,,,314,,146,,46,,2,,120,,4,,,,,,,,,,,,,,,,,,
계,금천구,2005,312.7,207.1,142.3,64.8,5.1,100.5,,,,,,1032,,142,,65,,3,,822,,4,,,,,,,,,,,,,,,,,,
계,금천구,2006,302.1,193.8,127.6,66.2,9,99.3,,,,,,436,,55,,66,,2,,312,,3,,,,,,,,,,,,,,,,,,
계,금천구,2007,316.8,200.9,128.8,72.1,22.1,93.8,,,,,,1226,,129,,72,,6,,1019,,4,,,,,,,,,,,,,,,,,,
계,금천구,2008,222.3,133.6,55.2,78.4,4.5,84.2,,,,,,1665,,55,,78,,4,,1528,,3,,,,,,,,,,,,,,,,,,
계,금천구,2009,272.8,192,112.9,79.1,6,74.8,,1.04,272.8,263116,,861,,113,,79,,4,,665,,9,,,,,,,,,,,,,,,,,,
계,금천구,2010,196.7,136.5,56.4,80.1,5.6,54.6,,0.74,196.7,264544,707.2,586.4,116.6,56.4,80.1,80.1,10.7,4.6,499.8,445.3,9,5,,,,,,,,,,,,,,,,,,
계,금천구,2011,221.2,128.1,48.3,79.8,6.7,86.4,,0.84,221.2,264256,956.9,780.1,139.7,46.6,81.5,81.5,6.7,2.4,729,649.6,20.2,12.7,,,,,,,,,,,,,,,,,,
계,금천구,2012,223.5,137.2,61.8,75.4,14.2,72.1,,0.86,223.5,260734,839.7,644.3,148.1,61.8,75.4,75.4,1.6,0.9,614.6,506.2,9.3,4,,,,,,,,,,,,,,,,,,
계,금천구,2013,180.2,99,31.2,67.8,8.1,73.1,,0.7,180.2,258254,749.8,615.8,112.4,31.2,67.8,67.8,1.6,0.8,568,516,10.2,5.8,,,,,,,,,,,,,,,,,,
계,금천구,2014,250.6,166.5,98.1,68.4,7.7,76.4,,0.97,250.6,258030,808.8,671.7,182.2,98.1,68.4,68.4,1.8,0.9,556.4,504.3,9.6,5.4,,68.4,52.8,24.6,11.4,16.8,15.6,4.6,6.5,4.1,,0.4,,,,,,
계,금천구,2015,240.1,171.5,105.7,65.8,0.7,67.9,,0.94,240.1,256167,889.3,713.3,174.3,105.7,65.8,65.8,0.9,0.5,648.3,541.3,10.1,5.2,,65.8,53.3,33.4,11.2,8.7,12.5,3.7,5.2,3.3,,0.3,,,,,,
계,금천구,2016,239.6,170,105.3,64.7,0.8,68.8,,0.94,239.6,254654,1194.3,1052.6,174.9,105.3,64.7,64.7,0.9,0.5,953.8,882.1,9.7,5,,64.7,50.7,31,10.9,8.8,14,3.3,6.6,3.8,,0.3,,,,,,
계,금천구,2017,241.8,170,110.4,59.6,0.8,71,,0.95,241.8,253491,1420.9,1276,182.2,110.4,59.6,59.6,3.7,2.9,1175.4,1103.1,9.1,3.4,,59.6,48,28.8,10.7,8.5,11.6,3.8,4.3,3.2,,0.3,,,,,,
계,금천구,2018,248.8,175.2,116.2,59,1.3,72.3,,0.98,248.8,254021,1399.2,1258.6,189.8,116.2,59,59,0.7,0.3,1149.7,1083.1,6.3,2.2,,59,47.1,28.9,10.6,7.6,11.9,4,5.5,2.2,,0.2,,,,,,
계,금천구,2019,286.7,198,135.5,62.5,0.1,88.6,,1.14,286.7,251820,1931.2,1796.7,227.6,138.9,59.1,59.1,2.1,0.8,1642.4,1597.9,5.7,1.8,,59.1,46.8,29.2,10.5,7.1,9.7,4.6,4.3,0.5,,0.3,2.6,,,2.6,,
계,금천구,2020,100451,69075,48929,20146,5749,24736,891,1.11,274.5,247835,1386371,1329639,100451,69075,,,3226,2662,1282695,1257902,2514,995,95.9,55,44.6,26.4,10.5,7.8,8.8,3.9,4.7,,,0.2,1.6,,,1.6,,
계,금천구,2021,98645,62226,41962,20265,11718,24175,525,1.1,270.3,244891,491736,439256,98645,62226,,,447,142,392645,376888,2595,1037,89.3,55.5,44.8,27.3,10.3,7.2,9,4.3,4.5,,,0.1,1.7,,,1.7,,
계,금천구,2022,99931,65228,45141,20087,11294,22984,425,1.13,273.8,242818,416510,381317,99931,65228,,,1291,897,315288,315193,2873,1220,91.6,55.2,43.1,25.2,9.9,7.9,9.9,4.2,4.4,1.3,,0.1,2.2,,,2.2,,
계,금천구,2023,101244,64988,45608,19380,11071,21475,3710,1.15,277.4,241105,364034,327268,101244,64988,,,858,361,261932,261919,2818,1011,89.9,53.1,40.9,23.8,9.7,7.3,10.1,4.4,5.6,,,0.1,2.2,,,2.2,,
계,금천구,2024,96694,64032,44733,19299,10564,21528,570,1.11,264.2,239070,222620,189467,96694,64032,,,3077,2620,122849,122816,2969,1157,85.1,,,,,,,,,,,,,,,,,
계,노원구,2000,489.1,232.7,160,72.7,245,11.4,,,,,,573,,214,,,,,,359,,,,,,,,,,,,,,,,,,,,
계,노원구,2001,484.4,252.1,147.7,104.4,219.5,12.8,,,,,,609,,252,,,,,,357,,,,,,,,,,,,,,,,,,,,
계,노원구,2002,489.4,288.3,160.4,127.9,184.8,16.3,,,,,,835,,288,,,,,,547,,,,,,,,,,,,,,,,,,,,
계,노원구,2003,489.8,303.1,158.3,144.8,168.9,17.8,,,,,,466,,303,,,,,,163,,,,,,,,,,,,,,,,,,,,
계,노원구,2004,473.4,305.3,156.6,148.7,162.7,5.4,,,,,,1828,,157,,149,,,,1523,,5,,,,,,,,,,,,,,,,,,
계,노원구,2005,451.8,293.8,138.5,155.3,155.2,2.8,,,,,,790,,139,,155,,,,496,,4,,,,,,,,,,,,,,,,,,
계,노원구,2006,449.5,295.5,138.2,157.3,150.9,3.1,,,,,,1488,,105,,157,,,,1226,,3,,,,,,,,,,,,,,,,,,
계,노원구,2007,441.4,287.1,122.5,164.6,147.6,6.7,,,,,,818,,122,,165,,,,531,,3,,,,,,,,,,,,,,,,,,
계,노원구,2008,420.2,272.3,104.6,167.7,118.6,29.3,,,,,,689,,105,,168,,,,416,,2,,,,,,,,,,,,,,,,,,
계,노원구,2009,541.2,345.4,179.8,165.6,127,68.8,,0.88,541.2,615161,,729,,180,,166,,,,384,,2,,,,,,,,,,,,,,,,,,
계,노원구,2010,452.9,290.1,130.1,160,117.4,45.4,,0.74,452.9,615425,1210.7,979.7,292.9,130.1,160,160,74.7,11.6,683.1,678,8.1,2.8,,,,,,,,,,,,,,,,,,
계,노원구,2011,303.7,182.8,18,164.8,119.9,1,,0.5,303.7,608062,977.2,787.7,137.6,16.7,166.1,166.1,61.6,,611.9,604.9,8.3,2.7,,,,,,,,,,,,,,,,,,
계,노원구,2012,307.9,187.3,21.6,165.7,120.1,0.5,,0.51,307.9,600829,894.8,767.3,142.2,21.6,165.7,165.7,,,586.9,580,17.6,3.1,,,,,,,,,,,,,,,,,,
계,노원구,2013,302.4,183.1,19.8,163.3,115.3,4,,0.51,302.4,594027,1098.2,898.4,139.1,19.8,163.3,163.3,76.7,,719.1,715.3,18.9,2.9,,,,,,,,,,,,,,,,,,
계,노원구,2014,356.4,237,67.2,169.8,108.4,11,,0.61,356.4,586056,1192.2,998.5,186.6,67.2,169.8,169.8,71.1,0.2,764.7,761.3,17.7,2.3,,169.8,145.3,27.3,97.9,20.1,24.5,12.5,7,5,,,,,,,,
계,노원구,2015,464.2,351,188.2,162.8,106.2,7,,0.8,464.2,578221,1095.1,902.8,301.4,188.2,162.8,162.8,76.8,0.2,554.1,551.6,18.7,3.4,,162.8,144.5,33.7,90.3,20.5,18.3,10.7,5.7,1.9,,,,,,,,
계,노원구,2016,455.1,335.7,177.7,158,112.6,6.8,,0.8,455.1,571212,1202.2,989.1,297.1,177.7,158,158,90,0.3,657.1,653.1,18,3.5,,157.9,137.3,30.1,83.4,23.8,20.6,10.2,5.9,4.5,,,,,,,,
계,노원구,2017,416.7,309,170.3,138.7,101.2,6.5,,0.75,416.7,558075,1640.2,1444.6,278,170.3,138.7,138.7,82.6,,1140.9,1135.6,16.5,2,,138.7,118.5,25.6,70.6,22.3,20.2,10.9,5.1,4.2,,,,,,,,
계,노원구,2018,467.2,360.2,228.3,131.9,102.3,4.7,,0.85,467.2,548160,1725.8,1533.6,335.3,228.3,131.9,131.9,136,54,1122.6,1119.4,18.1,1.8,,131.9,111.7,23.1,65.2,23.4,20.2,11.1,5.8,3.2,,0.1,,,,,,
계,노원구,2019,317.3,207.4,82.4,125,104.6,3.9,1.4,0.59,317.3,537303,1575.4,1364.8,188.6,78.7,128.7,128.7,99.3,2.4,1158.8,1155,16.1,2,,128.7,109.5,22.9,64.1,22.5,14.9,9.2,5.7,,,0,4.3,1.4,,3,,
계,노원구,2020,144500,102566,59548,43018,39196,1926,813,0.75,394.8,527032,399687,330209,144500,102566,,,26478,375,228709,227268,5946,729,82.6,118.4,105.8,21.9,64.8,19.2,7.8,4.2,3.6,0.1,,,4.8,1.2,,3.6,,
계,노원구,2021,135900,95590,53368,42222,36352,3854,104,0.72,372.3,514946,392900,326057,135900,95590,,,27013,1088,229987,229380,5808,744,83,115.9,102,21,63.6,17.4,9.4,6.5,2.8,0,,0,4.5,1,,3.5,,
계,노원구,2022,145778,106889,64645,42244,35346,3490,53,0.79,399.4,508014,558725,495693,145778,106889,,,24876,969,388071,387836,4716,692,88.7,116.2,100.5,20.4,60.6,19.5,11.1,7.9,3.1,0,,0,4.6,1.1,,3.4,,
계,노원구,2023,140139,102671,62070,40600,33276,3815,377,0.76,383.9,502925,485244,420832,140139,102671,,,38244,11579,306861,306582,2998,753,86.7,111.2,95,13.3,57.6,24.2,11.6,8.2,3.4,0,,0,4.6,1,,3.6,,
계,노원구,2024,150001,96090,55535,40555,41725,1856,10329,0.83,409.8,496552,359945,280795,150001,96090,,,26136,1017,183808,183688,3058,768,78,,,,,,,,,,,,,,,,,
계,도봉구,2000,351.9,205.2,158,47.2,,146.7,,,,,,966,,209,,,,,,757,,,,,,,,,,,,,,,,,,,,
계,도봉구,2001,298.1,146.8,106.9,39.9,,151.3,,,,,,1687,,147,,,,,,1540,,,,,,,,,,,,,,,,,,,,
계,도봉구,2002,257.2,101.7,60.4,41.3,,155.5,,,,,,588,,102,,,,,,486,,,,,,,,,,,,,,,,,,,,
계,도봉구,2003,286.8,128.5,79.4,49.1,,158.3,,,,,,1010,,129,,,,,,882,,,,,,,,,,,,,,,,,,,,
계,도봉구,2004,242,125.3,53,72.3,,116.7,,,,,,503,,55,,70,,,,378,,3,,,,,,,,,,,,,,,,,,
계,도봉구,2005,229.9,140.7,54,86.7,,89.2,,,,,,393,,54,,87,,,,252,,4,,,,,,,,,,,,,,,,,,
계,도봉구,2006,416.1,323.4,218.8,104.6,5.2,87.5,,,,,,553,,211,,105,,,,237,,3,,,,,,,,,,,,,,,,,,
계,도봉구,2007,412.5,322.8,224.2,98.6,28.2,61.5,,,,,,510,,224,,99,,,,187,,4,,,,,,,,,,,,,,,,,,
계,도봉구,2008,398,311.4,210.6,100.8,48.9,37.7,,,,,,625,,211,,101,,,,313,,5,,,,,,,,,,,,,,,,,,
계,도봉구,2009,307.4,233.5,131.6,101.9,54.3,19.6,,0.83,307.4,372398,,561,,132,,102,,,,327,,2,,,,,,,,,,,,,,,,,,
계,도봉구,2010,400.6,325.7,227.3,98.4,59.7,15.2,,1.08,400.6,370734,839.4,763.5,302.2,227.3,98.4,98.4,,,438.8,437.8,5,2,,,,,,,,,,,,,,,,,,
계,도봉구,2011,404.3,328.2,234.3,93.9,64,12.1,,1.1,404.3,367949,761.8,682.2,309.4,233.3,94.9,94.9,,,357.5,354,4.7,1.8,,,,,,,,,,,,,,,,,,
계,도봉구,2012,400.4,326.9,231.9,95,64.2,9.3,,1.1,400.4,364454,681.2,605.8,305.4,231.9,95,95,,,280.8,278.9,4.9,1.7,,,,,,,,,,,,,,,,,,
계,도봉구,2013,386.2,318.5,226.8,91.7,58.6,9.1,,1.07,386.2,360609,673.3,604.4,294.5,226.8,91.7,91.7,,,287.1,285.9,4.2,1.4,,,,,,,,,,,,,,,,,,
계,도봉구,2014,348.1,279.9,181.8,98.1,55.4,12.8,,0.98,348.1,355712,641.7,573.1,250,181.8,98.1,98.1,,,293.6,293.2,5.1,2.2,,98.1,87.5,17.4,43.4,26.7,10.6,3.9,3.6,1.2,1.9,,,,,,,
계,도봉구,2015,314.7,244.7,147.8,96.9,61,9,,0.89,314.7,353241,751.9,680.4,217.8,147.8,96.9,96.9,,,437.2,435.7,4.6,1.2,,96.9,87.4,16.1,43,28.3,9.5,4.7,4.6,0.1,0.1,,,,,,,
계,도봉구,2016,315.1,247,156.3,90.7,62.4,5.7,,0.9,315.1,350272,745.5,675.3,224.4,156.3,90.7,90.7,,,430.4,428.3,4.7,1.2,,90.7,80.8,14.9,38.8,27.1,9.9,4.6,4.2,1.1,,,,,,,,
계,도봉구,2017,243.6,172.4,90.1,82.3,64.3,6.9,,0.7,243.6,346234,641.3,542.6,161.3,90.1,82.3,82.3,10.7,1.1,387,369.1,4.3,1.1,,82.4,73.1,13.5,33.7,25.9,9.3,4.1,3,1.2,1,,,,,,,
계,도봉구,2018,255.7,188.1,109.8,78.3,59.6,8,,0.75,255.7,341649,706.9,582,177.4,109.8,78.3,78.3,13,13,438.2,380.9,4.6,1.3,,78.3,69.3,13.5,30.1,25.7,9,4.3,2.7,1,0.9,0.1,,,,,,
계,도봉구,2019,345.1,220.7,140,80.7,76,5.7,42.7,1.03,345.1,335631,802.1,623.2,266.9,142.5,78.2,78.2,0.9,0.8,456.1,401.7,3.7,1.2,,78.2,68.7,13.8,28.4,26.5,7.8,6.7,1.1,,,0,1.7,0.1,,1.6,,
