대분류,자치구,연도,발생량,재활용_합계,재활용,음식물,소각,매립,기타,주민1인당_생활폐기물_kg_일,생활계폐기물_톤_일,주민수,광역시도,재활용총량_발생량,재활용총량_재활용량,생활폐기물재활용통계_발생량,생활폐기물재활용통계_재활용량,음식물폐기물_발생량,음식물폐기물_재활용량,사업장배출시설계_발생량,사업장배출시설계_재활용량,건설폐기물_발생량,건설폐기물_재활용량,지정폐기물_발생량,지정폐기물_재활용량,재활용률
계,동작구,2017,269.0,178.3,86.8,91.5,59.8,30.9,,0.66,269.0,408493.0,서울시,1228.5,1116.4,177.5,86.8,91.5,91.5,,,959.5,938.1,10.3,1.4,
계,동작구,2018,290.6,200.1,109.0,91.1,70.3,20.2,,0.71,290.6,409385.0,서울시,1569.0,1462.7,199.5,109.0,91.1,91.1,,,1278.4,1262.6,11.1,1.8,
계,동작구,2019,315.4,224.9,131.9,93.0,67.2,23.3,,0.77,315.4,408912.0,서울시,1503.7,1408.7,222.6,132.1,92.8,92.8,,,1188.3,1183.8,10.6,2.2,
계,동작구,2020,118757.0,86746.0,55512.0,31234.0,24316.0,6850.0,846.0,0.81,324.5,401572.0,서울시,468426.0,433566.0,118757.0,86746.0,,,961.0,932.0,348708.0,345888.0,3509.0,509.0,92.6
계,동작구,2021,108554.0,71943.0,42577.0,29366.0,25098.0,11143.0,371.0,0.75,297.4,394364.0,서울시,370047.0,332920.0,108554.0,71943.0,,,1524.0,1477.0,259969.0,259500.0,3786.0,936.0,90.0
계,동작구,2022,118013.0,77044.0,47526.0,29518.0,26806.0,13606.0,557.0,0.83,323.3,390432.0,서울시,388357.0,347338.0,118013.0,77044.0,,,2165.0,2141.0,268178.0,268154.0,3337.0,661.0,89.4
계,동작구,2023,116719.0,79700.0,50954.0,28746.0,26679.0,9967.0,373.0,0.82,319.8,389714.0,서울시,408834.0,371481.0,116719.0,79700.0,,,572.0,559.0,291544.0,291222.0,3192.0,535.0,90.9
계,동작구,2024,119527.0,80659.0,52048.0,28611.0,27158.0,9166.0,2544.0,0.84,326.6,387352.0,서울시,984321.0,945197.0,119527.0,80659.0,,,2403.0,2387.0,862392.0,862151.0,2762.0,513.0,96.0
계,마포구,2000,438.4,206.0,179.0,27.0,2.1,230.3,,,,,서울시,,856.0,,204.0,,,,,,652.0,,,
계,마포구,2001,437.4,203.7,160.6,43.1,2.3,231.4,,,,,서울시,,878.0,,204.0,,,,,,675.0,,,
계,마포구,2002,437.2,203.9,162.7,41.2,5.1,228.2,,,,,서울시,,897.0,,204.0,,,,0.0,,693.0,,,
계,마포구,2003,461.2,238.7,196.1,42.6,2.9,219.6,,,,,서울시,,1786.0,,239.0,,,,0.0,,1547.0,,,
계,마포구,2004,470.5,255.1,157.9,97.2,15.0,200.4,,,,,서울시,,1274.0,,174.0,,81.0,,,,1019.0,,3.0,
계,마포구,2005,443.6,305.4,207.9,97.5,110.8,27.4,,,,,서울시,,2391.0,,208.0,,97.0,,,,2086.0,,3.0,
계,마포구,2006,431.1,277.4,174.7,102.7,122.0,31.7,,,,,서울시,,1882.0,,145.0,,103.0,,146.0,,1488.0,,3.0,
계,마포구,2007,433.8,281.5,165.5,116.0,123.6,28.7,,,,,서울시,,1866.0,,166.0,,116.0,,109.0,,1475.0,,3.0,
계,마포구,2008,416.7,268.6,145.1,123.5,123.3,24.8,,,,,서울시,,2382.0,,145.0,,124.0,,76.0,,2038.0,,5.0,
계,마포구,2009,413.7,282.8,162.8,120.0,102.8,28.1,,1.05,413.7,392313.0,서울시,,2247.0,,163.0,,120.0,,,,1964.0,,5.0,
계,마포구,2010,303.1,166.1,43.8,122.3,107.6,29.4,,0.76,303.1,400464.0,서울시,1689.9,1517.4,180.8,43.8,122.3,122.3,,,1386.8,1351.3,3.0,0.8,
계,마포구,2011,309.6,175.5,51.2,124.3,112.8,21.3,,0.78,309.6,398627.0,서울시,1549.7,1383.1,185.3,51.2,124.3,124.3,,,1240.1,1207.6,4.5,1.7,
계,마포구,2012,279.6,155.3,32.9,122.4,111.7,12.6,,0.71,279.6,393576.0,서울시,2146.5,1984.4,164.2,39.9,115.4,115.4,88.7,78.6,1778.2,1750.5,25.8,3.4,
계,마포구,2013,287.0,160.3,37.3,123.0,113.0,13.7,,0.73,287.0,391098.0,서울시,1430.1,1259.9,164.0,37.3,123.0,123.0,,,1143.1,1099.6,22.7,3.5,
계,마포구,2014,458.1,330.6,198.8,131.8,114.4,13.1,,1.16,458.1,395830.0,서울시,1932.0,1714.1,326.3,198.8,131.8,131.8,86.9,49.0,1387.0,1334.5,24.5,3.7,
계,마포구,2015,461.6,331.4,188.9,142.5,116.4,13.8,,1.16,461.6,398351.0,서울시,2184.7,1969.4,319.1,188.9,142.5,142.5,101.6,40.1,1621.5,1597.9,26.7,4.7,
계,마포구,2016,456.6,321.4,190.2,131.2,120.1,15.1,,1.17,456.6,390887.0,서울시,1998.7,1789.4,325.4,190.2,131.2,131.2,102.1,39.2,1440.0,1428.8,25.7,4.6,
계,마포구,2017,437.7,305.2,196.3,108.9,109.1,23.4,,1.13,437.7,385783.0,서울시,1944.3,1785.5,328.8,196.3,108.9,108.9,78.5,67.9,1428.1,1412.4,21.6,3.2,
계,마포구,2018,439.5,293.9,202.8,91.1,102.7,42.9,,1.14,439.5,386359.0,서울시,1519.9,1290.0,348.4,202.8,91.1,91.1,72.2,67.0,1008.2,929.1,24.7,4.1,
계,마포구,2019,477.5,285.9,162.5,123.4,147.3,44.1,0.2,1.24,477.5,385925.0,서울시,1956.9,1748.7,381.1,189.5,96.4,96.4,63.5,62.1,1415.9,1400.7,22.5,4.7,
계,마포구,2020,134108.0,79919.0,48960.0,30959.0,41798.0,12391.0,,0.96,366.4,381858.0,서울시,593514.0,535849.0,134108.0,79919.0,,,25041.0,22788.0,434365.0,433141.0,8820.0,1708.0,90.3
계,마포구,2021,199008.0,79714.0,51252.0,28462.0,41372.0,10035.0,67887.0,1.44,545.2,378686.0,서울시,508893.0,387989.0,199008.0,79714.0,,,25993.0,24879.0,283893.0,283396.0,7809.0,1237.0,76.2
계,마포구,2022,152394.0,88134.0,58550.0,29584.0,42222.0,9994.0,12045.0,1.11,417.5,375585.0,서울시,633982.0,567724.0,152394.0,88134.0,,,25892.0,23973.0,455696.0,455618.0,7235.0,1239.0,89.5
계,마포구,2023,135308.0,83318.0,54544.0,28775.0,43555.0,7586.0,849.0,0.99,370.7,375162.0,서울시,531689.0,471676.0,135308.0,83318.0,,,34226.0,26254.0,362155.0,362105.0,2771.0,1277.0,88.7
계,마포구,2024,142121.0,85360.0,58662.0,26698.0,49895.0,5601.0,1266.0,1.04,388.3,372745.0,서울시,425899.0,360360.0,142121.0,85360.0,,,35718.0,26941.0,248059.0,248059.0,2817.0,1511.0,84.6
계,서대문구,2000,387.4,161.7,133.0,28.7,5.6,220.1,,,,,서울시,,270.0,,163.0,,,,,,107.0,,,
계,서대문구,2001,372.4,138.2,109.1,29.1,3.7,230.5,,,,,서울시,,304.0,,138.0,,,,,,165.0,,,
계,서대문구,2002,383.6,145.1,111.8,33.3,6.5,232.0,,,,,서울시,,774.0,,145.0,,,,,,629.0,,,
계,서대문구,2003,397.9,170.9,129.5,41.4,6.6,220.4,,,,,서울시,,865.0,,171.0,,,,,,694.0,,,
계,서대문구,2004,379.1,171.2,107.1,64.1,4.1,203.8,,,,,서울시,,840.0,,122.0,,49.0,,,,669.0,,2.0,
계,서대문구,2005,349.2,207.7,109.9,97.8,7.2,134.3,,,,,서울시,,706.0,,110.0,,98.0,,,,498.0,,2.0,
계,서대문구,2006,347.7,197.5,105.9,91.6,9.3,140.9,,,,,서울시,,965.0,,50.0,,92.0,,,,824.0,,3.0,
계,서대문구,2007,293.1,149.3,58.0,91.3,9.3,134.5,,,,,서울시,,700.0,,58.0,,91.0,,1.0,,550.0,,3.0,
계,서대문구,2008,268.2,139.3,49.8,89.5,8.8,120.1,,,,,서울시,,936.0,,50.0,,90.0,,0.0,,797.0,,0.0,
계,서대문구,2009,327.1,215.2,124.6,90.6,69.0,42.9,,0.97,327.1,336649.0,서울시,,1630.0,,125.0,,91.0,,0.0,,1415.0,,2.0,
계,서대문구,2010,308.3,192.8,101.6,91.2,76.8,38.7,,0.92,308.3,333871.0,서울시,2606.8,2288.7,217.1,101.6,91.2,91.2,10.1,9.8,2288.4,2086.1,10.9,1.5,
계,서대문구,2011,291.4,193.6,109.0,84.6,62.6,35.2,,0.9,291.4,324529.0,서울시,1160.5,984.5,205.7,107.9,85.7,85.7,16.2,15.5,852.9,775.4,30.1,2.9,
계,서대문구,2012,263.6,164.8,76.3,88.5,87.1,11.7,,0.81,263.6,324733.0,서울시,1608.6,1426.1,175.1,76.3,88.5,88.5,16.0,15.1,1329.0,1246.2,11.1,1.5,
계,서대문구,2013,262.4,159.8,71.1,88.7,93.6,9.0,,0.81,262.4,324067.0,서울시,916.6,801.9,173.7,71.1,88.7,88.7,16.2,15.1,638.0,627.0,11.5,1.8,
계,서대문구,2014,311.7,210.0,119.0,91.0,92.6,9.1,,0.97,311.7,320861.0,서울시,1024.0,911.3,220.7,119.0,91.0,91.0,16.0,15.0,696.3,686.3,11.9,1.4,
계,서대문구,2015,301.5,202.4,119.7,82.7,88.1,11.0,,0.93,301.5,323105.0,서울시,1108.4,982.6,218.8,119.7,82.7,82.7,15.8,14.8,791.1,765.4,13.9,1.4,
계,서대문구,2016,298.4,194.8,115.0,79.8,91.4,12.2,,0.92,298.4,325871.0,서울시,1255.5,1124.0,218.6,115.0,79.8,79.8,15.9,14.9,941.2,914.3,16.3,1.4,
계,서대문구,2017,298.3,180.2,103.3,76.9,82.8,35.3,,0.92,298.3,325028.0,서울시,1428.7,1301.4,221.4,103.3,76.9,76.9,,,1130.4,1121.2,16.2,1.0,
계,서대문구,2018,285.3,176.3,103.2,73.1,81.4,27.6,,0.88,285.3,323080.0,서울시,1198.7,1076.7,212.2,103.2,73.1,73.1,,,913.4,900.4,17.6,1.0,
계,서대문구,2019,240.1,146.5,76.5,70.0,63.9,29.2,0.5,0.74,240.1,323171.0,서울시,1587.9,1489.6,169.0,75.4,71.1,71.1,10.5,10.4,1337.3,1332.7,17.0,1.1,
계,서대문구,2020,104413.0,64333.0,41128.0,23205.0,28780.0,11300.0,,0.88,285.3,322952.0,서울시,280600.0,235085.0,104413.0,64333.0,,,3438.0,352.0,172749.0,170400.0,5909.0,472.0,83.8
계,서대문구,2021,96768.0,57786.0,35533.0,22253.0,30403.0,8512.0,68.0,0.84,265.1,315659.0,서울시,358228.0,318392.0,96768.0,57786.0,,,1383.0,944.0,260077.0,259662.0,6565.0,499.0,88.9
계,서대문구,2022,107631.0,67206.0,44791.0,22415.0,29038.0,8326.0,3061.0,0.92,294.9,319554.0,서울시,263130.0,222630.0,107631.0,67206.0,,,172.0,109.0,155327.0,155315.0,6317.0,512.0,84.6
계,서대문구,2023,97594.0,60677.0,38427.0,22250.0,31484.0,5433.0,,0.83,267.4,320629.0,서울시,271856.0,230597.0,97594.0,60677.0,,,4362.0,21.0,169900.0,169900.0,6575.0,619.0,84.8
계,서대문구,2024,99837.0,63501.0,40880.0,22621.0,31947.0,4288.0,101.0,0.86,272.8,318622.0,서울시,190426.0,153568.0,99837.0,63501.0,,,751.0,310.0,89839.0,89757.0,5832.0,528.0,80.6
계,서초구,2000,516.1,219.4,134.0,85.4,6.4,290.3,,,,,서울시,,1978.0,,199.0,,,,,,1779.0,,,
계,서초구,2001,521.1,231.5,124.1,107.4,7.4,282.2,,,,,서울시,,2197.0,,232.0,,,,,,1965.0,,,
계,서초구,2002,495.5,224.2,116.5,107.7,8.9,262.4,,,,,서울시,,2813.0,,224.0,,,,,,2589.0,,,
계,서초구,2003,445.1,189.0,79.1,109.9,9.1,247.0,,,,,서울시,,2756.0,,189.0,,,,,,2567.0,,,
계,서초구,2004,411.9,176.6,46.4,130.2,9.1,226.2,,,,,서울시,,1996.0,,49.0,,128.0,,,,1820.0,,4.0,
계,서초구,2005,394.2,200.3,39.5,160.8,10.4,183.5,,,,,서울시,,1453.0,,39.0,,161.0,,,,1253.0,,3.0,
계,서초구,2006,557.3,358.3,185.7,172.6,9.1,189.9,,,,,서울시,,2965.0,,186.0,,173.0,,5.0,,2601.0,,2.0,
계,서초구,2007,563.7,361.6,165.3,196.3,41.9,160.2,,,,,서울시,,2647.0,,166.0,,196.0,,,,2285.0,,4.0,
계,서초구,2008,570.6,380.6,186.2,194.4,118.7,71.3,,,,,서울시,,2014.0,,186.0,,194.0,,,,1634.0,,3.0,
계,서초구,2009,608.9,407.7,214.9,192.8,140.4,60.8,,1.41,608.9,431131.0,서울시,,1280.0,,215.0,,193.0,,,,872.0,,3.0,
계,서초구,2010,589.1,393.0,208.7,184.3,131.3,64.8,,1.34,589.1,440021.0,서울시,1467.7,1226.2,404.8,208.7,184.3,184.3,,,878.6,833.2,15.2,2.3,
계,서초구,2011,588.0,398.0,208.7,189.3,127.5,62.5,,1.34,588.0,439012.0,서울시,1828.9,1566.9,398.8,208.8,189.2,189.2,,,1240.9,1168.9,13.5,1.8,
계,서초구,2012,578.1,400.2,208.6,191.6,127.1,50.8,,1.31,578.1,439998.0,서울시,1745.2,1439.9,386.5,208.6,191.6,191.6,,,1167.1,1039.7,16.4,4.6,
계,서초구,2013,552.3,390.5,197.4,193.1,132.3,29.5,,1.24,552.3,446541.0,서울시,2225.7,1997.2,359.2,197.4,193.1,193.1,,,1673.4,1606.7,19.6,5.8,
계,서초구,2014,546.3,379.5,191.9,187.6,127.1,39.7,,1.2,546.3,454288.0,서울시,2234.9,2027.0,358.7,191.9,187.6,187.6,,,1688.6,1647.5,22.8,7.7,
계,서초구,2015,562.3,402.3,196.3,206.0,113.4,46.6,,1.25,562.3,451258.0,서울시,2806.9,2621.5,356.3,196.3,206.0,206.0,,,2244.6,2219.2,22.8,7.3,
계,서초구,2016,570.1,396.1,213.7,182.4,139.0,35.0,,1.26,570.1,451477.0,서울시,1876.1,1662.0,387.7,213.7,182.4,182.4,,,1306.0,1265.9,21.6,6.8,
계,서초구,2017,571.7,405.1,226.1,179.0,115.5,51.1,,1.28,571.7,445401.0,서울시,2688.4,2477.6,392.7,226.1,179.0,179.0,,,2116.7,2072.5,24.7,6.8,
계,서초구,2018,563.7,391.3,215.6,175.7,92.3,80.1,,1.29,563.7,438163.0,서울시,2834.1,2603.0,388.0,215.6,175.7,175.7,,,2270.4,2211.7,25.6,8.3,
계,서초구,2019,498.3,293.2,114.0,179.2,129.4,75.4,0.3,1.15,498.3,435107.0,서울시,3772.1,3557.7,318.1,113.0,180.2,180.2,,,3273.8,3264.5,29.6,9.1,
계,서초구,2020,184761.0,109206.0,52198.0,57007.0,46581.0,28975.0,,1.18,504.8,429025.0,서울시,859429.0,781700.0,184761.0,109206.0,,,2669.0,1748.0,671999.0,670747.0,10941.0,4148.0,91.0
계,서초구,2021,177110.0,108844.0,55057.0,53786.0,49351.0,18095.0,821.0,1.17,485.2,416167.0,서울시,1599770.0,1522493.0,177110.0,108844.0,,,9292.0,1033.0,1413368.0,1412617.0,12439.0,4222.0,95.2
계,서초구,2022,180281.0,112992.0,60684.0,52308.0,47902.0,17609.0,1778.0,1.21,493.9,408451.0,서울시,1026077.0,955686.0,180281.0,112992.0,,,6002.0,3017.0,839794.0,839678.0,15586.0,4552.0,93.1
계,서초구,2023,178090.0,111677.0,61277.0,50400.0,48674.0,16791.0,948.0,1.18,487.9,412078.0,서울시,1335933.0,1268460.0,178090.0,111677.0,,,14327.0,13271.0,1143517.0,1143512.0,11810.0,3936.0,94.9
계,서초구,2024,180257.0,113288.0,63473.0,49815.0,47403.0,16181.0,3385.0,1.19,492.5,413076.0,서울시,1213113.0,1145043.0,180257.0,113288.0,,,4951.0,4003.0,1027905.0,1027753.0,11681.0,4393.0,94.4
계,성동구,2000,331.8,116.6,86.0,30.6,6.5,208.7,,,,,서울시,,637.0,,114.0,,,,33.0,,490.0,,,
계,성동구,2001,343.9,142.5,90.1,52.4,13.4,188.0,,,,,서울시,,619.0,,143.0,,,,33.0,,444.0,,,
계,성동구,2002,371.9,171.6,119.2,52.4,14.5,185.8,,,,,서울시,,1162.0,,172.0,,,,166.0,,824.0,,,
계,성동구,2003,388.6,203.0,138.7,64.3,8.9,176.7,,,,,서울시,,1236.0,,203.0,,,,297.0,,737.0,,,
계,성동구,2004,340.3,170.3,93.9,76.4,6.4,163.6,,,,,서울시,,882.0,,96.0,,74.0,,267.0,,445.0,,6.0,
계,성동구,2005,301.9,169.9,87.4,82.5,9.1,122.9,,,,,서울시,,1160.0,,87.0,,83.0,,279.0,,711.0,,5.0,
계,성동구,2006,322.7,192.8,107.8,85.0,4.8,125.1,,,,,서울시,,1400.0,,95.0,,85.0,,221.0,,999.0,,6.0,
계,성동구,2007,300.2,183.3,97.3,86.0,21.0,95.9,,,,,서울시,,1452.0,,97.0,,86.0,,358.0,,911.0,,4.0,
계,성동구,2008,300.5,180.2,95.1,85.1,71.6,48.7,,,,,서울시,,1894.0,,95.0,,85.0,,366.0,,1348.0,,11.0,
계,성동구,2009,312.5,201.4,116.3,85.1,85.8,25.3,,0.99,312.5,316064.0,서울시,,3200.0,,116.0,,85.0,,482.0,,2516.0,,10.0,
계,성동구,2010,282.0,177.2,92.1,85.1,83.2,21.6,,0.89,282.0,316892.0,서울시,2971.5,2828.6,196.9,92.1,85.1,85.1,652.0,626.5,2037.5,2024.9,17.7,8.2,
계,성동구,2011,290.2,181.7,89.1,92.6,84.2,24.3,,0.94,290.2,308767.0,서울시,2159.8,1607.7,196.0,87.5,94.2,94.2,420.3,1.3,1449.3,1424.7,7.4,2.2,
계,성동구,2012,267.6,173.1,86.6,86.5,67.7,26.8,,0.87,267.6,306868.0,서울시,2513.3,1609.7,181.1,86.6,86.5,86.5,422.4,1.5,1823.3,1435.1,13.1,4.2,
계,성동구,2013,261.8,173.5,86.8,86.7,72.5,15.8,,0.85,261.8,306571.0,서울시,2468.9,1984.9,175.1,86.8,86.7,86.7,5.9,,2201.2,1811.4,11.2,4.3,
계,성동구,2014,254.1,165.4,85.7,79.7,67.8,20.9,,0.84,254.1,303891.0,서울시,2700.2,1898.6,174.4,85.7,79.7,79.7,563.2,274.0,1882.9,1459.2,16.0,6.6,
계,성동구,2015,259.4,179.0,87.2,91.8,56.7,23.7,,0.85,259.4,305065.0,서울시,3427.8,2594.8,167.6,87.2,91.8,91.8,575.5,271.0,2592.9,2144.8,12.1,5.6,
계,성동구,2016,257.8,176.6,88.8,87.8,60.0,21.2,,0.84,257.8,307161.0,서울시,2254.7,1667.4,170.0,88.8,87.8,87.8,43.4,10.4,1953.5,1480.4,12.3,5.4,
계,성동구,2017,255.7,167.6,81.9,85.7,63.4,24.7,,0.82,255.7,312711.0,서울시,2139.9,1533.6,170.0,81.9,85.7,85.7,50.1,19.4,1834.1,1346.6,13.3,6.0,
계,성동구,2018,270.0,178.9,94.7,84.2,63.2,27.9,,0.85,270.0,316463.0,서울시,2028.9,1486.0,185.8,94.7,84.2,84.2,51.2,16.3,1707.7,1290.8,12.7,5.5,
계,성동구,2019,303.1,211.4,136.8,74.6,62.6,27.1,2.0,0.98,303.1,308979.0,서울시,2168.3,1436.1,222.5,130.8,80.6,80.6,382.7,34.1,1482.5,1190.6,12.9,6.0,
계,성동구,2020,110224.0,73914.0,45279.0,28635.0,22839.0,9739.0,3733.0,1.0,301.2,300505.0,서울시,850901.0,675122.0,110224.0,73914.0,,,80560.0,31023.0,660116.0,570186.0,5207.0,2369.0,79.3
계,성동구,2021,99225.0,68206.0,40224.0,27982.0,20456.0,10421.0,142.0,0.93,271.8,292672.0,서울시,1329246.0,1169838.0,99225.0,68206.0,,,122136.0,83058.0,1107885.0,1018574.0,6068.0,2597.0,88.0
계,성동구,2022,104584.0,66623.0,38624.0,27999.0,22459.0,15149.0,353.0,0.99,286.5,288234.0,서울시,1081741.0,1000598.0,104584.0,66623.0,,,189274.0,157251.0,787883.0,776724.0,5293.0,1967.0,92.5
계,성동구,2023,106823.0,68206.0,40545.0,27661.0,30416.0,8083.0,120.0,1.03,292.7,284766.0,서울시,945393.0,863110.0,106823.0,68206.0,,,96361.0,54545.0,742208.0,740360.0,5088.0,2133.0,91.3
계,성동구,2024,159245.0,120565.0,93089.0,27476.0,30444.0,6175.0,2062.0,1.55,435.1,281289.0,서울시,1022469.0,947740.0,159245.0,120565.0,,,111943.0,75960.0,751281.0,751215.0,4947.0,2237.0,92.7
계,성북구,2000,449.1,202.1,167.0,35.1,1.4,245.6,,,,,서울시,,1107.0,,196.0,,,,,,911.0,,,
계,성북구,2001,504.7,256.7,186.5,70.2,0.8,247.2,,,,,서울시,,713.0,,257.0,,,,,,456.0,,,
계,성북구,2002,472.8,214.4,164.4,50.0,4.0,254.4,,,,,서울시,,637.0,,214.0,,,,,,422.0,,,
계,성북구,2003,445.4,203.6,148.3,55.3,5.3,236.5,,,,,서울시,,478.0,,204.0,,,,,,274.0,,,
계,성북구,2004,429.3,216.6,131.0,85.6,11.9,200.8,,,,,서울시,,1476.0,,152.0,,65.0,,,,1260.0,,2.0,
계,성북구,2005,399.2,246.6,156.6,90.0,14.1,138.5,,,,,서울시,,1164.0,,156.0,,90.0,,,,918.0,,2.0,
계,성북구,2006,393.7,246.4,149.5,97.0,8.1,139.2,,,,,서울시,,1384.0,,182.0,,97.0,,3.0,,1103.0,,5.0,
계,성북구,2007,417.0,284.5,179.8,104.7,42.6,89.9,,,,,서울시,,1642.0,,180.0,,105.0,,1.0,,1356.0,,2.0,
계,성북구,2008,425.2,283.9,181.7,102.2,90.6,50.7,,,,,서울시,,2023.0,,182.0,,102.0,,7.0,,1732.0,,2.0,
계,성북구,2009,401.7,281.4,177.3,104.1,102.0,18.3,,0.83,401.7,484457.0,서울시,,1086.0,,177.0,,104.0,,,,804.0,,2.0,
계,성북구,2010,357.8,240.4,142.3,98.1,107.3,10.1,,0.72,357.8,497692.0,서울시,1168.7,1015.1,259.7,142.3,98.1,98.1,,,810.9,774.7,6.2,2.1,
계,성북구,2011,297.5,173.9,68.0,105.9,108.2,15.4,,0.6,297.5,494422.0,서울시,1009.8,869.6,190.2,66.6,107.3,107.3,,,712.3,695.7,19.6,7.4,
계,성북구,2012,300.6,172.6,67.2,105.5,107.2,20.8,,0.61,300.6,490639.0,서울시,817.3,678.1,195.1,67.1,105.5,105.5,,,516.7,505.5,8.1,2.0,
계,성북구,2013,274.9,157.6,52.6,105.0,102.4,14.9,,0.57,274.9,485347.0,서울시,1040.9,916.6,169.9,52.6,105.0,105.0,,,766.0,759.0,8.8,2.0,
계,성북구,2014,366.6,245.6,136.2,109.4,96.6,24.4,,0.77,366.6,475961.0,서울시,1117.6,994.2,257.2,136.2,109.4,109.4,,,751.0,748.6,8.2,2.1,
계,성북구,2015,359.2,248.6,141.7,106.9,91.9,18.7,,0.76,359.2,469560.0,서울시,1237.4,1120.3,252.3,141.7,106.9,106.9,,,878.2,871.7,9.0,2.1,
계,성북구,2016,358.3,253.8,150.6,103.2,91.2,13.3,,0.78,358.3,461617.0,서울시,1664.5,1552.9,255.1,150.6,103.2,103.2,,,1306.2,1299.1,9.7,1.8,
계,성북구,2017,345.5,238.0,142.6,95.4,91.2,16.3,,0.76,345.5,455407.0,서울시,1163.9,1050.7,250.1,142.6,95.4,95.4,,,818.4,812.7,8.5,1.6,
계,성북구,2018,348.5,249.8,155.8,94.0,85.3,13.4,,0.78,348.5,447687.0,서울시,2388.7,2235.7,254.5,155.8,94.0,94.0,,,2040.2,1985.9,9.9,1.5,
계,성북구,2019,371.3,275.6,180.5,95.1,86.1,8.8,0.8,0.82,371.3,454744.0,서울시,1345.4,1246.2,277.5,181.8,93.8,93.8,3.4,2.7,970.7,967.9,9.2,1.4,
계,성북구,2020,132342.0,90004.0,58017.0,31987.0,37020.0,5206.0,112.0,0.81,361.6,447056.0,서울시,434220.0,390779.0,132342.0,90004.0,,,2406.0,2398.0,299472.0,298377.0,3186.0,457.0,90.0
계,성북구,2021,136000.0,100565.0,68936.0,31629.0,31140.0,3620.0,675.0,0.85,372.6,440142.0,서울시,613842.0,577995.0,136000.0,100565.0,,,3657.0,3629.0,474185.0,473801.0,3239.0,494.0,94.2
계,성북구,2022,125909.0,85083.0,51634.0,33449.0,29930.0,3031.0,7865.0,0.78,345.0,441984.0,서울시,583781.0,542948.0,125909.0,85083.0,,,620.0,612.0,457253.0,457253.0,3533.0,549.0,93.0
계,성북구,2023,123724.0,83204.0,49463.0,33741.0,38734.0,1421.0,365.0,0.77,339.0,438168.0,서울시,315847.0,275314.0,123724.0,83204.0,,,5042.0,5032.0,187081.0,187078.0,3347.0,540.0,87.2
계,성북구,2024,117738.0,87203.0,55025.0,32178.0,28119.0,1972.0,445.0,0.74,321.7,435037.0,서울시,360312.0,329755.0,117738.0,87203.0,,,8729.0,8721.0,233845.0,233831.0,3289.0,578.0,91.5
계,송파구,2000,813.9,408.0,334.0,74.0,5.1,400.8,,,,,서울시,,649.0,,409.0,,,,29.0,,211.0,,,
계,송파구,2001,848.9,452.6,334.9,117.7,3.1,393.2,,,,,서울시,,2109.0,,453.0,,,,35.0,,1622.0,,,
계,송파구,2002,822.4,461.9,328.9,133.0,10.7,349.8,,,,,서울시,,2300.0,,462.0,,,,35.0,,1803.0,,,
계,송파구,2003,898.0,546.1,323.7,222.4,24.0,327.9,,,,,서울시,,2881.0,,546.0,,,,38.0,,2297.0,,,
계,송파구,2004,882.1,564.6,337.8,226.8,17.1,300.4,,,,,서울시,,2965.0,,340.0,,225.0,,34.0,,2367.0,,5.0,
계,송파구,2005,868.9,632.6,340.6,292.0,13.4,222.9,,,,,서울시,,2842.0,,341.0,,292.0,,34.0,,2175.0,,4.0,
계,송파구,2006,884.6,640.3,351.3,289.0,18.7,225.6,,,,,서울시,,3706.0,,398.0,,289.0,,51.0,,2968.0,,6.0,
계,송파구,2007,929.7,708.8,425.7,283.1,32.2,188.7,,,,,서울시,,2560.0,,426.0,,283.0,,37.0,,1814.0,,6.0,
계,송파구,2008,935.8,695.8,398.0,297.8,131.8,108.2,,,,,서울시,,2183.0,,398.0,,298.0,,12.0,,1475.0,,9.0,
계,송파구,2009,791.1,584.1,261.9,322.2,134.3,72.7,,1.15,791.1,689296.0,서울시,,3426.0,,262.0,,322.0,,1549.0,,1293.0,,11.0,
계,송파구,2010,733.3,545.1,263.6,281.5,141.7,46.5,,1.06,733.3,693144.0,서울시,1902.5,1666.6,451.8,263.6,281.5,281.5,143.1,109.7,1026.1,1011.8,22.6,9.1,
계,송파구,2011,751.5,531.7,257.7,274.0,146.1,73.7,,1.09,751.5,690466.0,서울시,2443.8,2027.4,466.0,246.2,285.5,285.5,97.4,84.2,1594.9,1411.5,15.6,2.6,
계,송파구,2012,644.2,467.5,244.2,223.3,140.5,36.2,,0.95,644.2,680150.0,서울시,2543.2,2246.7,420.9,244.2,223.3,223.3,96.9,85.9,1802.1,1693.3,30.4,12.9,
계,송파구,2013,599.8,425.7,238.9,186.8,131.8,42.3,,0.89,599.8,674955.0,서울시,2146.5,1864.6,413.0,238.9,186.8,186.8,96.9,85.9,1449.8,1353.0,34.4,14.1,
계,송파구,2014,555.5,360.9,176.2,184.7,130.6,64.0,,0.83,555.5,671794.0,서울시,2232.1,1966.2,370.8,176.2,184.7,184.7,45.4,43.2,1631.2,1562.1,28.8,10.5,
계,송파구,2015,575.7,397.6,176.6,221.0,121.4,56.7,,0.86,575.7,667480.0,서울시,4142.2,3853.2,354.7,176.6,221.0,221.0,23.6,6.1,3542.9,3449.5,27.9,8.6,
